AGNO;RBD;DGV_RBD;NOM_RBD;MRUN;RUT_SOSTENEDOR;P_JURIDICA;COD_REG_RBD;COD_PRO_RBD;COD_COM_RBD;NOM_COM_RBD;COD_DEPROV_RBD;NOM_DEPROV_RBD;COD_DEPE;COD_DEPE2;RURAL_RBD;FONO_RBD;CELULAR_RBD;DIR_RBD;LATITUD;LONGITUD;CONVENIO_PIE;ENS_01;ENS_02;ENS_03;ENS_04;ENS_05;ENS_06;ENS_07;ENS_08;ENS_09;MATRICULA;ESTADO_ESTAB;ORI_RELIGIOSA;ORI_OTRO_GLOSA;PAGO_MATRICULA;PAGO_MENSUAL
2016;1;9;LICEO POLITECNICO ARICA; ;69010100;1;15;151;15101;ARICA;151;ARICA;2;1;0;241122;96951975;18 DE SEPTIEMBRE;-18,487274590000000;-70,29473809000000;1;463;510;563;610;663;863;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2016;2;7;PARVULARIO LAS ESPIGUITAS; ;69010100;1;15;151;15101;ARICA;151;ARICA;2;1;0;241011; ;RONALD ROSS;-18,469862000000000;-70,30276000000000;1;10;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2016;3;5;ESC. PEDRO VICENTE GUTIERREZ TORRES; ;69010100;1;15;151;15101;ARICA;151;ARICA;2;1;1;2317160;8254652;QUEBRADA DE ACHA S/N 2063 RUTA 5;-18,503580000000000;-70,26082599999990;0;165;167;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2016;4;3;LICEO OCTAVIO PALMA PEREZ; ;69010100;1;15;151;15101;ARICA;151;ARICA;2;1;0;2224505; ;SANTA MARIA;-18,474242510000000;-70,30826388000000;1;310;0;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2016;5;1;JOVINA NARANJO FERNANDEZ; ;69010100;1;15;151;15101;ARICA;151;ARICA;2;1;0;2253911;54177770;JUAN NOE 555;-18,476903660000000;-70,31345472000000;1;110;310;363;0;0;0;0;0;0;1;1;7;PLURALISTA;GRATUITO;GRATUITO
2016;7;8;L. POLI. ANTONIO VARAS DE LA BARRA; ;69010100;1;15;151;15101;ARICA;151;ARICA;2;1;0;2593692;95418927;AVENIDA LOA  POBL. CHILE;-18,476146410000000;-70,28836834000000;1;410;510;610;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2016;8;6;COLEGIO INTEGRADO EDUARDO FREI MONTALVA; ;69010100;1;15;151;15101;ARICA;151;ARICA;2;1;0;2231593; ;SAN MARCOS 611;-18,482490500000000;-70,31757936000000;1;10;110;310;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2016;9;4;ESCUELA REPUBLICA DE ISRAEL; ;69010100;1;15;151;15101;ARICA;151;ARICA;2;1;0;2221992;78994466;MAGALLANES;-18,486849460000000;-70,30245013000000;1;10;110;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2016;10;8;ESCUELA REPUBLICA DE FRANCIA; ;69010100;1;15;151;15101;ARICA;151;ARICA;2;1;0;224512;89020502;MARIA ILIA DEL PINO 728;-18,474364320000000;-70,30904360000000;1;10;110;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2016;11;6;ESC. GRAL. PEDRO LAGOS MARCHANT; ;69010100;1;15;151;15101;ARICA;151;ARICA;2;1;0;232506;7832030;AVENIDA R. SOTOMAYOR 1639;-18,491016440000000;-70,31155509000000;1;10;110;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2016;12;4;ESCUELA GRAL JOSE MIGUEL CARRERA; ;69010100;1;15;151;15101;ARICA;151;ARICA;2;1;0;2241245; ;OSCAR BELMAR;-18,491925720000000;-70,29396507000000;1;10;110;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2016;13;2;ESCUELA MANUEL RODRIGUEZ ERDOYZA; ;69010100;1;15;151;15101;ARICA;151;ARICA;2;1;0;222299;94428986;BALMACEDA;-18,481055470000000;-70,28479525000000;1;10;110;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2016;14;0;ESCUELA ROMULO J. PENA MATURANA; ;69010100;1;15;151;15101;ARICA;151;ARICA;2;1;0;2241430;93690859;LAS ACACIAS;-18,481237280000000;-70,28976498999990;1;10;110;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2016;15;9;LICEO ARTISTICO DR. JUAN NOE CREVANI; ;69010100;1;15;151;15101;ARICA;151;ARICA;2;1;0;0;58192531;BARROS ARANA;-18,471385030000000;-70,30035261000000;1;110;310;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2016;16;7;ESCUELA REGIMIENTO RANCAGUA; ;69010100;1;15;151;15101;ARICA;151;ARICA;2;1;0;224768; ;AVDA. SANTA MARIA;-18,474835020000000;-70,30878312999990;1;10;110;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2016;17;5;ESCUELA SUBTTE. LUIS CRUZ MARTINEZ; ;69010100;1;15;151;15101;ARICA;151;ARICA;2;1;0;222450;96143651;POBLACION EDUARDO FREI MONTALVA, PASAJE REAL ARMADA 1459;-18,467265170000000;-70,29093645000000;1;10;110;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2016;18;3;ESC. COMTE. JUAN JOSE SAN MARTIN; ;69010100;1;15;151;15101;ARICA;151;ARICA;2;1;0;2241928;95281675;ANGEL BRASS;-18,476674460000000;-70,28778894000000;1;10;110;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2016;19;1;ESC. HUMBERTO VALENZUELA GARCIA; ;69010100;1;15;151;15101;ARICA;151;ARICA;2;1;0;241092;9138980;CODPA;-18,474659420000000;-70,29190638000000;1;10;110;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2016;20;5;ESCUELA TUCAPEL; ;69010100;1;15;151;15101;ARICA;151;ARICA;2;1;0;2222463;89029260;AV . TUCAPEL;-18,479827260000000;-70,29518383000000;1;10;110;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2016;21;3;ESCUELA CARLOS GUIRAO MASSIF; ;69010100;1;15;151;15101;ARICA;151;ARICA;2;1;0;2221809; ;LINCOYAN;-18,48379188;-70,30008008;0;0;0;0;0;0;0;0;0;0;0;2;1; ;GRATUITO;GRATUITO
2016;22;1;ESCUELA GABRIELA MISTRAL; ;69010100;1;15;151;15101;ARICA;151;ARICA;2;1;0;2211076; ;AVENIDA LA CONCEPCIÓN;-18,448285840000000;-70,29064975000000;1;10;110;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2016;25;6;COLEGIO CENTENARIO DE ARICA; ;69010100;1;15;151;15101;ARICA;151;ARICA;2;1;0;211532;81988926;EL ROBLE 4016 POBL.CARDENAL RAUL SILVA HENRIQUEZ;-18,439999420000000;-70,29338025000000;1;10;110;310;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2016;26;4;ESCUELA REPUBLICA DE ARGENTINA; ;69010100;1;15;151;15101;ARICA;151;ARICA;2;1;0;2222590;89421822;ROMULO PENA;-18,478121230000000;-70,30403909000000;1;10;110;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2016;27;2;ESCUELA ESMERALDA; ;69010100;1;15;151;15101;ARICA;151;ARICA;2;1;0;2231821;85723048;JOSE JOAQUIN VALLEJOS;-18,483018510000000;-70,30853854000000;1;10;110;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2016;28;0;ESCUELA RICARDO SILVA ARRIAGADA; ;69010100;1;15;151;15101;ARICA;151;ARICA;2;1;0;241284;63920604;ABRAHAM MEDINA;-18,485065170000000;-70,29439508000000;1;10;110;165;363;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2016;29;9;ESCUELA AMERICA; ;69010100;1;15;151;15101;ARICA;151;ARICA;2;1;0;2222097; ;CAPITAN AVALOS 2606;-18,478451720000000;-70,28304630000000;1;10;110;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2016;30;2;ESCUELA DR. RICARDO OLEA GUERRA; ;69010100;1;15;151;15101;ARICA;151;ARICA;2;1;0;2222419;91283312;BALMACEDA;-18,480618000000000;-70,28400999999990;0;212;215;216;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2016;31;0;ESCUELA DARIO SALAS DIAZ; ;69010100;1;15;151;15101;ARICA;151;ARICA;2;1;1;224642; ;CAMINO FISCAL AZAPA KM.3,6;-18,500657900000000;-70,25459141000000;1;10;110;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2016;32;9;LICEO AGRICOLA JOSE ABELARDO NUNEZ M.; ;69010100;1;15;151;15101;ARICA;151;ARICA;2;1;1;2223294; ;KM. 12 SAN MIGUEL - AZAPA;-18,519264040000000;-70,17873778000000;1;10;110;710;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2016;33;7;ESCUELA CARLOS CONDELL DE LA HAZA; ;69010100;1;15;151;15101;ARICA;151;ARICA;2;1;1;206100;85693595;KM 18, VALLE DE LLUTA;-18,417113680000000;-70,22584879000000;1;10;110;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2016;35;3;ESCUELA GRAL. MANUEL BAQUEDANO; ;69010100;1;15;151;15101;ARICA;151;ARICA;2;1;1;61427912;61427912;VALLE DE LLUTA KM. 27;-18,452399840000000;-70,06769957000000;0;10;110;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2016;36;1;ESCUELA IGNACIO CARRERA PINTO; ;69010100;1;15;151;15101;ARICA;151;ARICA;2;1;0;221999;71273697;EL PEDREGAL 3680 POBLACION NUEVA ESPERANZA.;-18,496952740000000;-70,28397311000000;1;10;110;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2016;38;8;ESCUELA ESPAÑA; ;69010100;1;15;151;15101;ARICA;151;ARICA;2;1;1;2382087;82250392;KILOMETRO 28 VALLE DE AZAPA;-18,558818430000000;-70,10072667999990;1;10;110;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2016;39;6;ESCUELA PAMPA ALGODONAL; ;69010100;1;15;151;15101;ARICA;151;ARICA;2;1;1;2249192;75706338;PAMPA ALGODONAL S/N KM. 45;-18,578212890000000;-69,96516894000000;0;10;110;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2016;41;8;ESCUELA VALLE DE CHACA; ;69010100;1;15;151;15101;ARICA;151;ARICA;2;1;1;206100;88325316;PANAMERICANA SUR KM. 50;-18,820643080000000;-70,14037802000000;0;110;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2016;42;6;ESCUELA MOLINOS LLUTA; ;69010100;1;15;151;15101;ARICA;151;ARICA;2;1;1;2593660;97099250;RUTA CH 11 KILOMETRO 55;-18,381747530000000;-69,94488303000000;0;110;0;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2016;43;4;JARDIN INFANTIL CEPILLIN; ;76198139;1;15;151;15101;ARICA;151;ARICA;3;2;0;211492;54100202;CALLE    CURALI;-18,439636000000000;-70,29072600000000;0;10;0;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2016;44;2;JARDIN INFANTIL PEQUENILANDIA;17278119; ;0;15;151;15101;ARICA;151;ARICA;3;2;0; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9; ;SIN INFORMACION;SIN INFORMACION
2016;45;0;COLEGIO ITALIANO SANTA ANA; ;70072800;1;15;151;15101;ARICA;151;ARICA;3;2;0;2224492; ;AVDA 21 DE MAYO;-18,483060500000000;-70,31430183000000;0;10;110;310;0;0;0;0;0;0;1;1;2; ;$1.000 A $10.000;GRATUITO
2016;46;9;JARDIN INFANTIL SAN ANDRES; ;76216092;1;15;151;15101;ARICA;151;ARICA;3;2;0;224687;77752977;GUALLATIRE 1976  POBLACION CAMILO HENRIQUEZ;-18,478401000000000;-70,30012000000000;0;10;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2016;47;7;J.  I. KURUMI; ; ;9;15;151;15101;ARICA;151;ARICA;4;3;0; ;98643822;LUIS CRIGNOLA   2316;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9; ;SIN INFORMACION;SIN INFORMACION
2016;49;3;JARDIN INFANTIL PADRE LUIS GALLARDO; ;76121544;1;15;151;15101;ARICA;151;ARICA;3;2;0;2328927;3551672;AVENIDA TUCAPEL;-18,475018000000000;-70,29024000000000;0;10;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2016;50;7;COLEGIO ADVENTISTA DE ARICA; ;65102261;1;15;151;15101;ARICA;151;ARICA;3;2;0;2470719;50850355;AIDA 5501  KM.  2½  VALLE DE AZAPA;-18,493320830000000;-70,27077135000000;1;110;310;0;0;0;0;0;0;0;1;1;7;ADVENTISTA;$1.000 A $10.000;$1.000 A $10.000
2016;51;5;ESCUELA PARTICULAR REPÚBLICA DEL ECUADOR; ;76189122;1;15;151;15101;ARICA;151;ARICA;3;2;0;2221561; ;RAFAEL DURAN PARCELA J-3 VILLA FRONTERA;-18,400261200000000;-70,31498363999990;0;110;0;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2016;52;3;LICEO DOMINGO SANTA MARIA; ;88669900;1;15;151;15101;ARICA;151;ARICA;3;2;0;2587720;81498016;SANTA MARIA;-18,468622490000000;-70,30337532000000;1;10;110;214;310;410;510;810;0;0;1;1;1; ;$1.000 A $10.000;$1.000 A $10.000
2016;55;8;JARDIN INFANTIL MONTESSORI GARDEN; ;76137056;1;15;151;15101;ARICA;151;ARICA;3;2;0;2245432; ;CALLE MICHIMALONGO;-18,484220000000000;-70,30817000000000;1;10;0;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2016;56;6;COLEGIO SAN MARCOS DE ARICA; ;65378030;1;15;151;15101;ARICA;151;ARICA;3;2;0;2572311;88816583;AVENIDA SANTA MARIA 2140;-18,470749880000000;-70,30482369000000;1;10;110;310;0;0;0;0;0;0;1;1;2; ;GRATUITO;$50.001 A $100.000
2016;57;4;JARDIN INFANTIL ZORZALITO;21453113; ;0;15;151;15101;ARICA;151;ARICA;3;2;0; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9; ;SIN INFORMACION;SIN INFORMACION
2016;58;2;JARDIN INFANTIL PETETE J.M. BORGOÐO; ;76207192;1;15;151;15101;ARICA;151;ARICA;3;2;0;2225652;98495252;J.M: BORGOÑO N ° 361;-18,486109000000000;-70,30295599999990;0;10;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2016;59;0;COLEGIO SAN JORGE;5662561; ;0;15;151;15101;ARICA;151;ARICA;4;3;0;2223657; ;CAMINO AZAPA KM 2,5;-18,502150000000000;-70,24618000000000;0;10;110;310;0;0;0;0;0;0;1;1;2; ;MAS DE $100.000;MAS DE $100.000
2016;60;4;COLEGIO ALEMAN DE ARICA; ;76061480;1;15;151;15101;ARICA;151;ARICA;3;2;0;2242466;97064051;AVENIDA SENADOR HUMBERTO PALZA;-18,492034090000000;-70,28068740000000;0;10;110;310;0;0;0;0;0;0;1;1;1; ;GRATUITO;$10.001 A $25.000
2016;65;5;J.  I.  SOLDADITO DE PLOMO; ; ;9;15;151;15101;ARICA;151;ARICA;4;3;0; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9; ;SIN INFORMACION;SIN INFORMACION
2016;66;3;JARDIN INFANTIL PLUTO; ;76170397;1;15;151;15101;ARICA;151;ARICA;3;2;0;241551;71384152;ROMULO PENA 1338;-18,479057000000000;-70,30340000000000;0;10;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2016;67;1;ABRAHAM LINCOLN SCHOOL; ;76165446;1;15;151;15101;ARICA;151;ARICA;3;2;0;2251595;96615301;SAN MARTIN 471;-18,481228200000000;-70,31879280000000;0;10;110;310;0;0;0;0;0;0;1;1;2; ;GRATUITO;$25.001 A $50.000
2016;69;8;JUNIOR COLLEGE;9437148; ;0;15;151;15101;ARICA;151;ARICA;4;3;0;2382500;90008530;RENATO ROCCA;-18,463913000000000;-70,29143999999990;0;10;110;310;0;0;0;0;0;0;1;1;1; ;MAS DE $100.000;MAS DE $100.000
2016;70;1;ESCUELA VALLE DE ESQUINA; ;69251000;1;15;151;15102;CAMARONES;151;ARICA;2;1;1;2208622;94642971;PUEBLO DE ESQUIÑA S/N;-18,936218460000000;-69,53015865000000;0;110;0;0;0;0;0;0;0;0;1;1;7;MULTICULTURAL;GRATUITO;GRATUITO
2016;72;8;LICEO  VALLE DE CODPA; ;69251000;1;15;151;15102;CAMARONES;151;ARICA;2;1;1;208622;88871032;CALLE 7 DE JUNIO S/N, CODPA;-18,832900690000000;-69,74458362000000;0;110;710;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2016;73;6;ESCUELA VALLE DE COBIJA; ;69251000;1;15;151;15102;CAMARONES;151;ARICA;2;1;1;242041;61767876;CALLE 18 SEPTIEMBRE S/N  PUEBLO DE COBIJA;-18,739891880000000;-69,58323480999990;0;110;0;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2016;74;4;ESCUELA VALLE DE CAMARONES; ;69251000;1;15;151;15102;CAMARONES;151;ARICA;2;1;1;244021;84713248;POBLADO DE CAMARONES A 132 KMS APROX. AL SURESTE DE LA CIUDAD DE ARICA.;-19,009916130000000;-69,86014023000000;0;110;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2016;75;2;ESCUELA VALLE DE GUANACAGUA; ;69251000;1;15;151;15102;CAMARONES;151;ARICA;2;1;1;251442;97627252;CAMINO RURAL S/N;-18,822765570000000;-69,71333395000000;0;110;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2016;76;0;ESCUELA VALLE DE CUYA; ;69251000;1;15;151;15102;CAMARONES;151;ARICA;2;1;1;2251442;82229070;AVANZADA DE CUYA S/N;-19,160159990000000;-70,17949131000000;0;110;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2016;78;7;LICEO GRANADEROS; ;69250800;1;15;152;15201;PUTRE;151;ARICA;2;1;1;2585854;98527942;TTE DEL CAMPO;-18,195824340000000;-69,56192860000000;1;10;110;363;610;710;0;0;0;0;1;1;7;INTERCULTURAL;GRATUITO;GRATUITO
2016;79;5;ESCUELA EL MARQUEZ; ;69250800;1;15;152;15201;PUTRE;151;ARICA;2;1;1;91612588;91612588;O`HIGGINS N° 40;-18,580714420000000;-69,49375544999990;0;110;0;0;0;0;0;0;0;0;1;1;7;PLURALISTA;GRATUITO;GRATUITO
2016;81;7;ESCUELA PAYACHATAS; ;69250800;1;15;152;15201;PUTRE;151;ARICA;2;1;1;585834;71492268;ARTURO PRAT Nº4 PUEBLO DE CAQUENA;-18,054402450000000;-69,20101050000000;0;110;0;0;0;0;0;0;0;0;1;1;7;PLURALISTA;GRATUITO;GRATUITO
2016;82;5;ESCUELA SAN FRANCISCO DE ASIS; ;69250800;1;15;152;15201;PUTRE;151;ARICA;2;1;1;89641445;94828762;SAN FRANCISCO S/N FRENTE A LA PLAZA PÚBLICA;-18,268801610000000;-69,59646586000000;0;110;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2016;83;3;ESCUELA COTA COTANI; ;69250800;1;15;152;15201;PUTRE;151;ARICA;2;1;1;585833;90652013;PARINACOTA S/N;-18,521924150000000;-69,22052729000000;0;110;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2016;84;1;ESCUELA LOS ALAMOS; ;69250800;1;15;152;15201;PUTRE;151;ARICA;2;1;1;252803;76142998;MURMUNTANI S/N;-18,196347430000000;-69,55921630000000;0;110;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2016;86;8;ESCUELA SAN SANTIAGO DE BELEN; ;69250800;1;15;152;15201;PUTRE;151;ARICA;2;1;1;264061;76246453;EL PERAL S/N;-18,467784150000000;-69,51489316000000;0;110;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2016;87;6;ESCUELA ANCOLACANE; ;69250700;1;15;152;15202;GENERAL LAGOS;151;ARICA;2;1;1;233717;91785592;LOCALIDAD DE ANCOLACANE;-17,854714560000000;-69,60613159000000;0;110;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2016;88;4;ESCUELA ALCERRECA; ;69250700;1;15;152;15202;GENERAL LAGOS;151;ARICA;2;1;1;233717;76229476;LOCALIDAD DE ALCERRECA;-17,994334920000000;-69,70589669000000;0;110;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2016;89;2;ESCUELA HUMAPALCA; ;69250700;1;15;152;15202;GENERAL LAGOS;151;ARICA;2;1;1;2233990;44248245;LOCALIDAD DE HUMAPALCA;-17,83438880000;-69,70278189000;0;0;0;0;0;0;0;0;0;0;0;1;2; ;GRATUITO;GRATUITO
2016;90;6;ESCUELA INTERNADO VISVIRI; ;69250700;1;15;152;15202;GENERAL LAGOS;151;ARICA;2;1;1;210462;82944048;VISVIRI;-17,594885710000000;-69,48115627000000;0;110;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2016;91;4;ESCUELA COSAPILLA; ;69250700;1;15;152;15202;GENERAL LAGOS;151;ARICA;2;1;1;228633;82409022;LOCALIDAD DE COSAPILLA;-18,386181330000000;-69,56858205000000;0;110;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2016;92;2;ESCUELA CHISLLUMA; ;69250700;1;15;152;15202;GENERAL LAGOS;151;ARICA;2;1;1;2254832;56038414;LOCALIDAD DE CHISLLUMA;-17,696768650000000;-69,68829805000000;0;0;0;0;0;0;0;0;0;0;0;1;2; ;GRATUITO;GRATUITO
2016;93;0;ESCUELA CHUJLLUTA; ;69250700;1;15;152;15202;GENERAL LAGOS;151;ARICA;2;1;1;2476725;54165170;LOCALIDAD DE CHUJLLUTA   RUTA  A123  1ER PUEBLO COMUNA DE GENERAL LAGOS, (CAMINO  A VISVIRI);-17,899415790000000;-69,34921589000000;0;110;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2016;94;9;ESCUELA GUACOYO; ;69250700;1;15;152;15202;GENERAL LAGOS;151;ARICA;2;1;1;2233711; ;LOCALIDAD DE GUACOYO;-17,760128550000000;-69,34494484000000;0;110;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2016;95;7;ESCUELA COLPITAS; ;69250700;1;15;152;15202;GENERAL LAGOS;151;ARICA;2;1;1;2247133; ;LOCALIDAD DE COLPITAS;-17,956938320000000;-69,45362516000000;0;110;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2016;97;3;INST. COM. DE IQUIQUE BALDOMERO WOLNITZKY; ;70938800;1;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;544812;77485236;ANIBAL PINTO;-20,219835850000000;-70,15323392000000;1;410;0;0;0;0;0;0;0;0;1;1;1; ;$1.000 A $10.000;GRATUITO
2016;98;1;CENTRO DE DIAGNOSTICO; ; ;9;1;11;1101;IQUIQUE;11;IQUIQUE;3;2;0; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9; ;SIN INFORMACION;SIN INFORMACION
2016;100;7;ESCUELA; ;70938800;1;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9; ;SIN INFORMACION;SIN INFORMACION
2016;101;5;HOGAR ESTUDIANTIL; ; ;9;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9; ;SIN INFORMACION;SIN INFORMACION
2016;102;3;ESC.EDUC.ESPECIAL FLOR DEL INCA; ;70938800;1;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;544781;72121158;PEDRO AGUIRRE CERDA;-20,240973000000000;-70,13934999999990;0;212;215;216;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2016;103;1;ESC.EDUC.GRAL.BAS.Y DES.ART.VIOLETA PARRA; ;70938800;1;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;2544792; ;ORELLA 1820;-20,221095940000000;-70,13817004000000;1;110;310;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2016;105;8;CENTRO DE CAPACITACION LABORAL; ;70938800;1;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;544777;72120875;JOSE FRANCISCO VERGARA;-20,241722000000000;-70,13650500000000;0;212;216;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2016;106;6;INSTITUTO DEL MAR ALMIRANTE CARLOS CONDEL; ;71142500;1;1;11;1101;IQUIQUE;11;IQUIQUE;5;4;0;2546860; ;AV. ARTURO PRAT;-20,294013490000000;-70,12724452000000;0;110;310;510;810;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2016;107;4;LICEO LIBERT. GRAL.BERNARDO O´HIGGINS; ;70938800;1;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;544818;94524148;BAQUEDANO;-20,219744410000000;-70,15238682000000;1;110;310;0;0;0;0;0;0;0;1;1;1; ;$1.000 A $10.000;GRATUITO
2016;108;2;LICEO POLITEC. JOSE GUTIERREZ DE LA FUEN; ;70938800;1;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;544821; ;CALLE GRUMETE BOLADOS S/Nº;-20,225794860000000;-70,14872946000000;1;510;610;0;0;0;0;0;0;0;1;1;2; ;$1.000 A $10.000;GRATUITO
2016;109;0;LICEO ELENA DUVAUCHELLE CABEZON; ;70938800;1;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;544797;72120817;ANIBAL PINTO;-20,216951120000000;-70,15337963000000;1;310;410;510;610;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2016;110;4;LICEO BICENTENARIO DOMINGO SANTA MARIA DE IQQ.; ;70938800;1;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;2241341;98492858;ZEGERS;-20,224711950000000;-70,13544477000000;1;10;110;310;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2016;111;2;ESCUELA GABRIELA MISTRAL; ;70938800;1;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;544750;91281720;LIBERTAD;-20,225890620000000;-70,14140773000000;1;10;110;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2016;112;0;ESCUELA EDUARDO LLANOS; ;70938800;1;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;2544844;91625762;JOSE FRANCISCO VERGARA 527;-20,214476310000000;-70,13585907000000;1;10;110;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2016;113;9;ESCUELA ALMIRANTE PATRICIO LYNCH; ;70938800;1;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;544849; ;GENARO GALLO 2408;-20,233155570000000;-70,13769815000000;1;10;110;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2016;114;7;ESCUELA PLACIDO VILLARROEL; ;70938800;1;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;2544754;72120864;ARTURO FERNANDEZ;-20,220235440000000;-70,14411378000000;1;10;110;0;0;0;0;0;0;0;1;1;7;ECUMENICA;GRATUITO;SIN INFORMACION
