"IDFolio";"IDPersona";"AgnoNacimiento";"IDSexo";"IDRelacionJefeHogar";"IDEstudios";"IDLugarEstudios";"IDTituloProfesional";"IDActividad";"IDJornadaTrabajo";"Ingreso";"IDTipoIngreso";"Observaciones";"EfectuaViajes";"NumeroViajes";"Factor"
512317;1;1984;1;0;4;-1;0;3;3;400000;1;0;1;4;20,20
512317;2;1985;2;1;4;-1;0;11;0;0;2;0;1;4;17,11
512317;3;2002;2;2;3;4;0;14;0;0;2;0;1;2;12,28
512317;4;2006;1;2;2;3;0;14;0;0;2;0;1;2;15,47
512317;5;2009;1;2;1;-1;0;13;0;0;2;0;1;2;15,47
512320;1;1951;2;0;3;-1;0;11;0;0;2;0;1;4;26,06
512320;2;1943;1;1;3;-1;0;9;0;300000;1;0;1;4;24,73
512343;1;1967;1;0;4;-1;0;3;1;280000;1;0;1;4;20,67
512343;2;1973;2;1;4;-1;0;11;0;0;2;0;1;4;17,11
512343;3;1992;2;2;6;6;0;14;0;0;2;0;1;4;14,10
512343;4;1994;1;2;4;4;0;14;0;0;2;0;1;2;18,13
512343;5;1999;2;2;3;4;0;14;0;0;2;0;1;4;12,28
512345;1;1955;1;0;3;-1;0;4;1;230000;1;0;1;2;26,89
512345;2;1951;2;1;3;-1;0;4;1;230000;1;0;1;4;26,06
512347;1;1977;1;0;4;-1;0;4;1;250000;1;0;1;4;30,90
512347;2;1977;2;1;4;-1;0;4;1;200000;1;0;1;2;26,16
512347;3;1994;1;2;3;4;0;14;0;0;2;0;1;2;27,73
512347;4;1995;2;2;3;4;0;14;0;0;2;0;1;2;19,88
512347;5;2004;1;2;3;4;0;14;0;0;2;0;1;2;25,72
512347;6;2008;2;2;2;2;0;14;0;0;2;0;1;2;26,68
512411;1;1962;1;0;3;-1;0;4;2;200000;1;0;1;2;71,21
512411;2;1967;2;1;3;-1;0;3;3;100000;1;0;1;2;60,21
512411;3;1985;2;2;4;-1;0;12;1;0;2;1;0;0;58,93
512411;4;2000;2;2;3;4;0;14;0;0;2;0;1;2;42,29
512411;5;1990;1;2;3;-1;0;4;1;250000;1;1;1;2;67,49
512411;6;2008;2;3;2;2;0;14;0;0;2;0;1;2;60,10
512411;7;2009;1;3;1;-1;0;13;0;0;2;1;0;0;53,30
512461;1;1935;1;0;3;-1;0;4;2;300000;1;0;1;2;22,91
512461;2;1951;2;1;3;-1;0;11;0;0;2;0;1;2;24,14
512461;3;1980;2;2;4;-1;0;4;1;300000;1;0;1;2;26,16
512461;4;1998;2;2;4;4;0;14;0;0;2;0;1;2;18,77
512461;5;2004;2;2;3;4;0;14;0;0;2;0;1;2;18,77
512461;6;1992;2;3;4;-1;0;12;0;0;2;1;0;0;21,56
512534;1;1944;1;0;4;-1;0;4;1;200000;1;1;1;4;22,57
512534;2;1946;2;1;4;-1;0;3;2;350000;1;1;1;3;11,77
512534;3;1990;1;3;4;5;0;14;0;0;2;0;1;4;29,53
512535;1;1979;1;0;4;-1;0;5;1;0;1;0;0;0;20,20
512535;2;1976;2;1;3;-1;0;11;0;0;2;0;1;7;17,11
512535;3;1999;2;2;3;4;0;14;0;0;2;0;1;3;12,28
512535;4;2002;2;2;3;4;0;14;0;0;2;0;1;2;12,28
512535;5;2005;1;2;2;4;0;14;0;0;2;0;1;2;16,82
512538;1;1937;2;0;3;-1;0;11;0;75000;1;0;0;0;10,77
512538;2;1975;2;2;4;-1;0;6;2;150000;1;1;1;9;23,58
512538;3;2000;1;3;3;4;0;14;0;0;2;0;1;3;23,19
512538;4;2007;2;3;2;2;0;14;0;0;2;0;1;5;24,06
512557;1;1954;1;0;3;-1;0;4;1;300000;1;0;1;2;22,45
512557;2;1957;2;1;3;-1;0;11;0;0;2;0;1;2;24,10
512557;3;1993;2;2;4;-1;0;4;1;230000;1;0;1;2;19,44
512557;4;1993;1;3;4;4;0;14;0;0;2;1;1;2;27,01
512560;1;1960;1;0;4;-1;0;4;1;280000;1;0;1;4;34,13
512560;2;1989;1;3;3;-1;0;4;1;300000;1;1;0;0;32,34
512730;1;1975;1;0;4;-1;0;4;1;250000;1;0;1;4;30,45
512730;2;1979;2;1;4;-1;0;11;0;0;2;1;0;0;25,78
512730;3;2009;2;2;2;3;0;14;0;0;2;1;0;0;26,29
512755;1;1977;1;0;4;-1;0;4;1;600000;1;1;0;0;20,20
512755;2;1966;2;1;6;-1;0;11;0;0;2;0;1;4;17,48
512755;3;1996;2;2;4;4;0;14;0;0;2;1;0;0;13,00
512755;4;2005;2;2;3;4;0;14;0;0;2;0;1;2;12,28
512755;5;2011;1;3;1;-1;0;13;0;0;2;1;0;0;15,47
514707;1;1943;1;0;3;-1;0;9;0;500000;1;0;1;2;39,43
514707;2;1948;2;1;4;-1;0;11;0;0;2;0;1;2;57,69
514707;3;1974;1;2;6;-1;0;3;3;180000;1;0;1;2;38,14
514726;1;1946;1;0;4;-1;0;9;0;200000;1;0;1;2;39,43
514726;2;1945;2;1;4;-1;0;11;0;0;2;0;1;4;35,19
514726;3;1988;2;3;6;6;0;14;0;0;2;1;0;0;110,28
514737;1;1931;1;0;4;-1;0;9;0;150000;1;0;1;4;37,83
514737;2;1931;2;1;4;-1;0;11;0;0;2;1;0;0;33,77
514740;1;1938;2;0;3;-1;0;11;0;0;2;0;1;2;33,77
514740;2;1960;1;2;4;-1;0;3;3;300000;1;0;1;2;64,02
514742;1;1945;1;0;3;-1;0;3;1;300000;1;0;1;4;39,43
514742;2;1960;2;1;4;-1;0;11;0;0;2;0;1;2;64,74
514742;3;1995;2;2;4;4;0;14;0;0;2;0;1;2;13,72
514750;1;1940;1;0;4;-1;0;3;3;200000;1;0;1;2;37,83
514750;2;1950;2;1;4;-1;0;6;2;180000;1;0;1;2;55,36
514770;1;1964;2;0;4;-1;0;11;0;0;2;0;1;4;96,28
514770;2;1983;2;2;4;-1;0;4;2;200000;1;0;1;2;69,28
514770;3;1986;1;2;4;-1;0;3;2;220000;1;1;1;2;56,72
514770;4;1991;2;2;4;-1;0;4;3;230000;1;0;1;2;164,00
514770;5;2009;1;3;1;-1;0;13;0;0;2;0;1;4;146,73
514860;1;1945;2;0;3;-1;0;11;0;0;2;0;1;7;33,77
514860;2;1960;1;2;4;-1;0;4;1;350000;1;0;1;2;64,02
514868;1;1953;2;0;4;-1;0;4;1;300000;1;1;1;2;55,36
514868;2;1984;1;2;5;7;0;14;0;0;2;0;1;2;36,60
514986;1;1965;1;0;5;-1;1;4;1;400000;1;0;1;5;71,41
514986;2;1965;2;1;6;-1;1;11;0;0;2;1;0;0;69,29
514986;3;1995;2;2;4;4;0;14;0;0;2;0;1;2;14,68
514986;4;1998;1;2;3;4;0;14;0;0;2;0;1;2;26,25
514989;1;1957;1;0;3;-1;0;3;2;300000;1;0;1;4;71,41
514989;2;1960;2;1;3;-1;0;11;0;0;2;0;1;2;69,29
514989;3;1985;2;2;3;-1;0;12;0;0;2;1;0;0;49,86
514989;4;1988;2;2;4;-1;0;12;0;0;2;0;1;2;118,03
514998;1;1941;2;0;4;-1;0;3;1;180000;1;1;1;2;160,35
515025;1;1979;1;0;5;-1;1;12;0;0;2;0;1;2;173,79
515043;1;1959;1;0;4;-1;0;4;1;400000;1;0;1;2;71,41
515043;2;1988;2;2;4;-1;0;11;0;0;2;0;1;4;118,03
515043;3;1985;1;2;5;-1;1;4;1;230000;1;0;1;4;40,82
515043;4;2011;2;3;1;-1;0;13;0;0;2;1;0;0;31,06
515205;1;1970;1;0;4;-1;0;5;1;700000;1;1;0;0;10,61
515205;2;1970;2;1;4;-1;0;11;0;0;2;0;1;4;34,45
515205;3;1998;1;2;3;4;0;14;0;0;2;0;1;4;10,41
515205;4;2009;2;2;1;1;0;13;0;0;2;0;1;4;9,44
515217;1;1976;1;0;4;-1;0;5;1;700000;1;1;0;0;11,00
515217;2;1977;2;1;4;-1;0;11;0;0;2;0;1;4;10,62
515217;3;2001;2;2;3;4;0;14;0;0;2;0;1;2;8,66
515217;4;1995;1;2;4;4;0;14;0;0;2;0;1;2;7,81
516760;1;1962;1;0;7;-1;1;1;1;4000000;1;0;1;6;23,86
516760;2;1962;2;1;7;-1;1;11;0;0;2;0;1;4;21,79
516760;3;1987;1;2;6;6;0;14;0;0;2;1;0;0;12,45
516764;1;1927;1;0;3;-1;0;9;0;280000;1;0;1;2;8,63
516764;2;1963;2;1;4;-1;0;11;0;0;2;0;1;2;15,72
516764;3;1991;1;2;6;6;0;14;0;0;2;0;1;4;8,98
516764;4;1992;1;2;6;6;0;14;0;0;2;0;1;2;8,98
516764;5;2001;2;2;3;4;0;14;0;0;2;0;1;4;6,59
516778;1;1952;1;0;4;-1;0;3;1;1000000;1;1;0;0;13,10
516778;2;1960;2;1;4;-1;0;3;2;650000;1;0;1;2;15,72
516778;3;1978;2;2;7;-1;1;1;1;900000;1;0;1;4;10,49
516778;4;1981;1;2;6;6;0;14;0;0;2;1;0;0;10,01
516778;5;1984;1;2;7;-1;1;1;1;350000;1;1;1;2;10,01
516780;1;1944;1;0;4;-1;0;9;0;1000000;1;0;1;5;16,43
516780;2;1948;2;1;7;-1;1;9;0;500000;1;0;1;7;17,25
516780;3;1983;1;2;7;-1;1;1;1;2500000;1;1;0;0;19,04
516780;4;1979;2;2;7;-1;1;1;1;2000000;1;1;0;0;19,97
516801;1;1955;2;0;5;-1;1;3;1;260000;1;1;1;4;12,56
516801;2;1956;1;1;4;-1;0;4;1;450000;1;0;1;3;23,86
516801;3;1993;1;2;4;4;0;14;0;0;2;0;1;2;12,45
516985;1;1960;1;0;4;-1;0;3;1;550000;1;0;1;4;23,86
516985;2;1977;2;1;4;-1;0;11;0;0;2;0;1;4;14,54
516985;3;2004;2;2;3;4;0;14;0;0;2;0;1;4;9,14
516993;1;1968;1;0;3;-1;0;3;2;450000;1;0;1;4;17,22
516993;2;1966;2;1;3;-1;0;11;0;0;2;0;1;2;15,72
516993;3;1989;1;2;4;-1;0;3;2;170000;1;1;1;8;8,98
516993;4;1988;2;2;4;-1;0;3;2;170000;1;0;1;4;4,42
516993;5;2005;2;3;2;3;0;14;0;0;2;0;1;4;6,59
517046;1;1964;1;0;7;-1;1;1;1;1500000;1;1;0;0;13,33
517046;2;1966;2;1;5;-1;1;11;0;0;2;0;1;8;6,17
517046;3;1991;2;2;6;6;0;14;0;0;2;0;1;2;17,18
517046;4;1998;1;2;3;4;0;14;0;0;2;0;1;4;14,57
517050;1;1966;1;0;7;-1;1;1;1;2000000;1;0;1;4;13,33
517050;2;1969;2;1;5;-1;1;1;1;400000;1;1;1;6;6,17
517050;3;1998;1;2;3;4;0;14;0;0;2;0;1;2;14,57
517050;4;2000;2;2;3;4;0;14;0;0;2;0;1;2;10,63
517054;1;1973;2;0;5;-1;1;1;1;700000;1;0;1;3;11,20
517054;2;1973;1;1;5;-1;1;1;1;600000;1;0;1;2;4,34
517054;3;1996;1;2;4;4;0;14;0;0;2;0;1;2;7,07
517142;1;1957;2;0;4;-1;0;11;0;0;2;0;1;2;15,35
517142;2;1980;2;2;7;-1;1;1;1;1300000;1;0;1;4;16,09
517142;3;1993;1;2;4;4;0;14;0;0;2;0;1;2;25,01
517142;4;1931;2;3;4;-1;0;9;0;140000;1;0;1;2;39,20
517142;5;2008;2;3;1;-1;0;13;0;0;2;0;1;2;9,24
518242;1;1943;1;0;4;-1;0;4;1;600000;1;1;0;0;7,71
518242;2;1944;2;1;4;-1;0;11;0;0;2;0;1;7;7,22
518242;3;1965;2;2;5;-1;1;4;1;350000;1;0;1;4;10,93
518242;4;1989;2;3;6;-1;0;4;1;300000;1;1;1;2;7,85
518250;1;1919;1;0;1;-1;0;9;0;200000;1;1;0;0;4,30
518250;2;1951;2;2;4;-1;0;11;0;0;2;1;1;4;7,74
518255;1;1942;1;0;4;-1;0;9;0;350000;1;0;1;3;4,30
518255;2;1941;2;1;4;-1;0;11;0;0;2;0;1;3;4,02
518264;1;1940;1;0;5;-1;1;1;1;850000;1;0;1;5;6,64
518264;2;1942;2;1;5;-1;1;11;0;0;2;0;1;2;6,21
518264;3;2004;2;3;3;4;0;14;0;0;2;1;1;2;13,53
518287;1;1956;1;0;4;-1;0;3;1;1000000;1;0;1;12;6,61
518287;2;1960;2;1;3;-1;0;3;1;500000;1;1;1;2;8,08
518287;3;1990;1;2;6;6;0;14;0;0;2;0;1;2;7,94
518287;4;1993;1;2;4;4;0;14;0;0;2;0;1;2;7,94
518287;5;1932;1;3;4;-1;0;13;0;67000;1;1;1;2;5,70
518287;6;2000;2;3;3;4;0;14;0;0;2;0;1;2;11,62
518289;1;1934;1;0;4;-1;0;9;0;300000;1;0;1;4;4,30
518289;2;1939;2;1;4;-1;0;11;0;0;2;0;1;4;4,02
518395;1;1983;2;0;5;-1;1;11;0;0;2;0;1;4;9,18
518395;2;1983;1;1;7;-1;1;12;0;0;2;0;1;6;10,41
518395;3;2001;1;2;3;4;0;14;0;0;2;0;1;4;9,10
518417;1;1965;1;0;7;-1;1;1;1;700000;1;1;1;2;8,64
518647;1;1935;1;0;4;-1;0;9;0;380000;1;0;1;2;7,71
518647;2;1939;2;1;4;-1;0;11;0;0;2;0;1;2;7,22
518647;3;1962;1;2;4;-1;0;4;1;200000;1;0;1;2;8,95
518647;4;1987;1;2;4;-1;0;12;0;0;2;1;1;4;10,74
518652;1;1967;1;0;4;-1;0;4;1;540000;1;1;1;2;8,95
518652;2;1975;1;3;7;-1;1;4;1;230000;1;0;1;4;12,09
518652;3;1990;2;3;6;6;0;14;0;0;2;0;1;2;7,85
518652;4;1966;2;3;4;-1;0;11;0;0;2;0;1;4;10,93
518653;1;1958;1;0;4;-1;0;4;1;350000;1;0;1;2;6,33
518653;2;1956;2;1;5;-1;1;11;0;0;2;0;1;2;7,73
518653;3;1985;1;2;5;7;0;14;0;0;2;0;1;4;8,56
518653;4;1982;1;2;5;7;0;14;0;0;2;0;1;2;8,56
518653;5;1991;1;2;5;7;0;14;0;90000;1;1;1;2;7,60
518653;6;1980;2;3;5;-1;0;4;1;200000;1;0;1;4;7,55
518653;7;2000;2;3;3;4;0;14;0;0;2;0;1;2;11,12
518653;8;2008;1;3;1;-1;0;13;0;0;2;1;1;2;7,17
518880;1;1956;1;0;7;-1;1;1;1;800000;1;1;1;4;14,09
518880;2;1954;2;1;4;-1;0;11;0;0;2;0;1;5;21,87
518880;3;1982;1;2;6;6;0;14;0;0;2;0;1;7;19,05
518880;4;1989;2;2;6;6;0;14;0;185000;1;1;1;5;12,36
518880;5;2007;1;3;2;2;0;14;0;0;2;0;1;2;15,95
518882;1;1955;1;0;4;-1;0;3;2;600000;1;1;1;6;4,28
518882;2;1955;2;1;4;-1;0;11;0;0;2;0;1;6;7,74
518884;1;1964;1;0;5;-1;1;3;1;380000;1;1;1;4;8,95
518884;2;1968;2;1;5;-1;1;1;1;350000;1;0;1;2;10,93
518884;3;1992;1;2;6;6;0;14;0;0;2;0;1;2;10,74
518884;4;1997;1;2;3;4;0;14;0;0;2;0;1;4;12,48
518899;1;1955;1;0;7;-1;1;4;1;800000;1;1;0;0;17,55
518899;2;1965;2;1;5;-1;1;4;2;200000;1;1;1;6;17,66
518899;3;1998;1;2;3;4;0;14;0;0;2;0;1;4;29,20
518899;4;2004;1;2;3;4;0;14;0;0;2;0;1;3;29,20
518899;5;1986;2;2;5;7;0;14;0;0;2;0;1;4;29,32
518904;1;1971;2;0;7;-1;1;4;1;500000;1;0;1;6;30,92
518904;2;1969;1;1;5;-1;1;12;0;0;2;1;1;3;19,94
518904;3;2008;1;2;2;2;0;14;0;0;2;1;1;3;30,26
518911;1;1937;2;0;4;-1;0;4;2;100000;1;0;1;4;15,56
518911;2;1958;2;2;5;-1;1;4;1;200000;1;0;1;2;18,63
518911;3;1995;2;3;4;4;0;14;0;0;2;0;1;2;17,58
518919;1;1955;1;0;4;-1;0;4;1;400000;1;0;1;4;21,83
518919;2;1959;2;1;4;-1;0;11;0;0;2;0;1;2;21,97
518919;3;1986;1;2;6;-1;0;12;0;0;2;0;1;2;40,62
518919;4;1992;1;2;6;-1;0;12;0;0;2;0;1;5;17,93
518926;1;1982;2;0;4;-1;0;4;2;300000;1;0;1;4;29,32
518926;2;1978;1;1;4;-1;0;4;1;300000;1;1;1;2;32,65
518926;3;2000;2;2;3;4;0;14;0;0;2;0;1;2;23,39
518926;4;2002;1;2;3;4;0;14;0;0;2;0;1;2;29,20
518926;5;2011;1;2;1;-1;0;13;0;0;2;1;1;2;28,69
518927;1;1966;1;0;5;-1;1;3;1;250000;1;0;1;2;18,90
518927;2;1969;2;1;4;-1;0;11;0;0;2;0;1;2;17,66
518927;3;1995;1;2;4;4;1;14;0;0;2;0;1;2;25,68
518927;4;1986;2;2;4;-1;0;11;0;120000;1;1;1;2;29,32
518927;5;2011;1;3;1;-1;0;13;0;0;2;1;1;2;28,69
518954;1;1985;2;0;6;6;0;14;0;100000;1;1;1;2;56,96
519176;1;1956;2;0;5;-1;1;11;0;200000;1;1;1;5;33,17
519176;2;1989;1;2;6;6;0;14;0;0;2;0;1;2;27,07
519276;1;1942;1;0;5;-1;1;4;1;400000;1;0;1;4;14,00
519276;2;1959;2;1;5;-1;0;11;0;0;2;1;0;0;17,66
519276;3;1984;1;2;3;-1;0;4;1;175000;1;1;1;2;32,65
519276;4;1991;2;2;4;5;0;14;0;0;2;0;1;3;17,23
519276;5;1926;1;3;3;-1;0;9;0;140000;1;1;1;2;14,00
519278;1;1962;1;0;4;-1;0;4;1;250000;1;1;1;3;18,90
519278;2;1959;2;1;3;-1;0;11;0;0;2;1;1;2;17,66
519278;3;1989;1;2;6;-1;0;12;0;0;2;1;1;3;14,41
519278;4;1986;2;2;6;6;0;14;0;0;2;0;1;3;29,32
519278;5;1996;2;2;3;4;0;14;0;0;2;0;1;2;16,67
519281;1;1940;1;0;7;-1;1;9;0;150000;1;1;1;9;21,55
519281;2;1947;2;1;3;-1;0;11;0;120000;1;1;1;4;22,68
519281;3;1976;2;2;6;6;0;14;0;200000;1;1;1;3;45,13
519281;4;1979;1;2;4;4;0;14;0;0;2;1;0;0;50,26
519281;5;1983;1;2;4;-1;0;4;1;300000;1;1;0;0;50,26
519281;6;1988;1;3;6;6;0;14;0;50000;1;1;1;6;22,19
519281;7;1991;2;3;4;-1;0;4;1;170000;1;0;1;2;26,52
519281;8;1996;1;3;4;4;0;14;0;0;2;0;1;4;39,53
519282;1;1966;2;0;3;-1;0;3;2;70000;1;1;1;2;33,17
519282;2;1997;1;2;3;4;0;14;0;0;2;0;1;4;48,23
519287;1;1976;1;0;4;-1;0;12;0;0;2;1;1;6;32,65
519287;2;1979;2;1;4;-1;0;4;1;200000;1;0;1;7;29,32
519287;3;2001;2;2;3;4;0;14;0;0;2;0;1;3;23,39
519287;4;2007;1;2;2;3;0;14;0;0;2;0;1;4;28,69
519287;5;2009;2;2;2;1;0;14;0;0;2;0;1;5;30,39
519475;1;1964;1;0;4;-1;0;4;1;600000;1;1;1;5;18,90
519475;2;1964;2;1;4;-1;0;11;0;0;2;1;0;0;17,66
519475;3;1991;1;2;6;-1;0;4;1;280000;1;0;1;2;14,41
519475;4;1991;2;3;5;7;0;14;0;0;2;1;0;0;17,23
519475;5;1997;1;3;3;4;0;14;0;0;2;1;1;4;25,68
519477;1;1956;2;0;4;-1;0;4;1;180000;1;1;1;2;18,63
519477;2;1991;1;2;6;6;0;14;0;0;2;1;1;5;15,20
519477;3;1998;2;3;3;4;0;14;0;20000;1;1;1;2;24,67
519484;1;1936;1;0;3;-1;0;9;0;300000;1;0;1;2;14,76
519484;2;1933;2;1;4;-1;0;11;0;75000;1;1;1;4;15,56
519484;3;1981;2;2;5;-1;1;4;1;230000;1;1;1;2;30,92
519489;1;1959;1;0;4;-1;0;4;1;350000;1;1;1;4;23,52
519489;2;1964;2;1;4;-1;0;11;0;0;2;1;1;2;21,97
519489;3;1984;2;2;4;-1;0;4;1;200000;1;1;1;2;36,47
519489;4;1988;2;2;7;-1;1;4;1;240000;1;1;1;2;21,43
519561;1;1966;1;0;4;-1;1;4;1;500000;1;1;0;0;19,94
519561;2;1966;2;1;5;-1;1;4;1;200000;1;1;1;5;18,63
519561;3;1999;1;2;3;4;0;14;0;0;2;1;1;2;30,80
519599;1;1931;1;0;4;-1;0;9;0;350000;1;1;1;4;57,73
519599;2;1933;2;1;4;-1;0;9;0;120000;1;1;1;2;60,83
519599;3;1962;2;2;4;-1;0;4;1;280000;1;0;1;2;72,84
519599;4;1989;2;3;6;-1;0;11;0;0;2;1;1;2;71,06
519599;5;2007;2;3;1;2;0;14;0;0;2;0;1;2;125,35
519599;6;1986;1;3;4;-1;0;4;1;310000;1;1;1;3;134,67
519765;1;1955;2;0;4;-1;0;4;1;180000;1;1;1;4;22,68
519765;2;1977;2;2;7;-1;1;4;1;180000;1;1;1;2;45,13
519765;3;1987;2;2;5;-1;0;11;0;60000;1;1;0;0;26,52
519765;4;1995;1;2;4;4;0;14;0;0;2;1;1;4;39,53
519765;5;2002;2;3;3;4;0;14;0;0;2;1;1;2;36,01
519765;6;2009;1;3;1;-1;0;13;0;0;2;1;0;0;44,16
519765;7;2010;1;3;1;-1;0;13;0;0;2;1;0;0;44,16
519777;1;1988;1;0;4;-1;0;4;1;200000;1;1;1;5;17,93
519777;2;1988;2;1;4;-1;0;4;1;180000;1;1;1;2;21,43
519777;3;2005;1;2;2;4;0;14;0;0;2;1;1;4;36,32
519777;4;2008;2;2;2;4;0;14;0;0;2;1;1;4;37,81
519795;1;1924;1;0;3;-1;0;9;0;65000;1;1;0;0;17,41
519795;2;1927;2;1;3;-1;0;9;0;65000;1;1;0;0;18,35
519795;3;1957;2;2;4;-1;0;11;0;70000;1;1;1;2;21,97
519795;4;1996;2;3;4;4;0;14;0;0;2;1;1;3;20,73
519796;1;1970;1;0;4;-1;0;5;1;230000;1;1;1;2;18,90
519796;2;1969;2;1;4;-1;0;4;1;230000;1;1;1;5;17,66
519796;3;1992;2;2;4;-1;0;12;0;0;2;1;1;3;17,23
519796;4;2010;2;2;1;1;0;14;0;0;2;1;1;3;30,39
519796;5;2010;1;2;1;1;0;14;0;0;2;1;1;3;28,69
519798;1;1982;1;0;4;-1;0;4;1;180000;1;1;1;6;34,44
519798;2;1986;2;1;4;-1;0;11;0;13000;1;1;1;6;30,92
519798;3;2007;1;2;1;2;0;14;0;0;2;1;1;2;30,26
519799;1;1974;2;0;4;-1;0;6;2;80000;1;1;1;4;55,06
519799;2;1997;1;2;3;4;0;14;0;0;2;1;1;4;48,23
519800;1;1981;2;0;7;-1;1;4;1;320000;1;1;1;5;55,06
519800;2;2007;2;2;2;4;0;14;0;70000;1;1;1;3;57,08
520602;1;1967;2;0;3;-1;0;6;3;100000;1;1;1;4;33,17
520602;2;1996;2;2;4;4;0;14;0;0;2;1;1;4;31,30
520607;1;1977;2;0;4;-1;0;3;1;300000;1;1;1;3;29,32
520607;2;1996;2;2;4;4;0;14;0;0;2;1;1;3;16,67
520607;3;1999;1;2;3;4;0;14;0;0;2;1;1;3;29,20
520607;4;2001;2;2;3;4;0;14;0;0;2;1;1;3;23,39
520607;5;1956;2;3;7;-1;1;3;2;300000;1;1;1;11;17,66
520614;1;1967;1;0;4;-1;0;3;2;380000;1;1;1;8;19,94
520614;2;1970;2;1;5;-1;1;11;0;0;2;1;1;4;18,63
520614;3;2003;2;2;3;4;0;14;0;0;2;1;1;2;24,67
520618;1;1942;1;0;5;-1;1;9;0;900000;1;1;1;6;26,29
520618;2;1941;2;1;5;-1;1;11;0;0;2;1;1;6;27,70
520776;1;1948;2;0;4;-1;0;11;0;90000;1;1;1;6;27,67
520776;2;1978;1;2;4;-1;0;4;1;180000;1;1;1;2;61,33
520791;1;1963;1;0;4;-1;0;4;1;500000;1;1;1;2;23,52
520791;2;1963;2;1;3;-1;0;11;0;0;2;1;1;2;21,97
520791;3;1994;1;2;4;4;0;14;0;0;2;1;1;2;31,94
520791;4;1998;2;2;3;4;0;14;0;0;2;1;1;2;29,10
520831;1;1958;1;0;6;-1;0;3;2;1200000;1;1;1;6;23,52
520831;2;1963;2;1;5;-1;1;11;0;0;2;1;1;2;21,97
520831;3;1983;2;2;7;-1;1;4;1;900000;1;1;1;4;36,47
520831;4;1988;1;2;6;6;0;14;0;0;2;1;1;2;17,93
520845;1;1955;1;0;7;-1;1;4;1;900000;1;0;1;6;34,10
520939;1;1950;1;0;6;-1;1;9;0;900000;1;1;1;6;34,10
520945;1;1961;1;0;4;-1;0;4;1;340000;1;1;1;4;23,52
520945;2;1962;2;1;4;-1;0;11;0;0;2;1;1;6;21,97
520945;3;1984;1;2;5;-1;1;4;1;300000;1;1;1;5;40,62
520945;4;1994;2;2;4;4;0;14;0;0;2;1;1;2;20,73
520960;1;1964;2;0;4;-1;0;3;1;120000;1;1;1;4;17,66
520960;2;1993;2;2;4;-1;0;12;1;60000;1;1;1;1;17,23
520960;3;1992;1;2;4;4;0;14;0;0;2;1;1;2;14,41
520960;4;1989;1;2;4;-1;0;5;1;300000;1;1;0;0;14,41
520960;5;2010;1;3;1;-1;0;13;0;0;2;1;1;1;28,69
521013;1;1944;1;0;4;-1;0;9;0;140000;1;1;1;2;14,76
521013;2;1952;2;1;5;-1;1;4;1;400000;1;1;1;3;15,54
521013;3;1988;1;2;4;-1;0;4;1;350000;1;1;0;0;15,20
521019;1;1960;2;0;7;-1;1;4;1;600000;1;1;1;2;18,63
521019;2;1986;2;2;6;6;0;14;0;50000;1;1;1;7;30,92
521019;3;1990;2;2;6;6;0;14;0;50000;1;1;1;6;18,17
521029;1;1955;2;0;4;-1;0;6;2;200000;1;1;1;3;15,54
521029;2;1998;1;2;3;4;0;14;0;0;2;1;1;4;30,80
521029;3;2007;1;3;1;2;0;14;0;0;2;1;1;2;30,26
521451;1;1963;1;0;4;-1;0;4;1;1100000;1;1;1;2;19,94
521451;2;1965;2;1;4;-1;0;4;1;200000;1;0;1;4;18,63
521451;3;1998;1;2;3;4;0;14;0;0;2;1;1;4;30,80
522301;1;1976;1;0;6;-1;0;4;1;500000;1;0;1;5;34,44
522301;2;1977;2;1;5;-1;1;1;1;400000;1;1;1;4;30,92
522301;3;2005;2;2;2;3;0;14;0;0;2;0;1;2;24,67
522306;1;1953;1;0;4;-1;0;12;0;0;2;1;1;11;32,96
522306;2;1953;2;1;5;-1;1;4;1;350000;1;0;1;6;27,67
522317;1;1951;1;0;4;-1;0;4;1;400000;1;1;1;2;18,51
522317;2;1947;2;1;4;-1;0;11;0;0;2;0;1;2;15,54
522317;3;1982;2;2;5;-1;1;4;1;0;1;1;0;0;30,92
522471;1;1970;1;0;4;-1;0;4;1;320000;1;0;1;2;18,90
522471;2;1969;2;1;4;-1;0;11;0;0;2;0;1;6;17,66
522471;3;1994;1;2;4;4;0;14;0;0;2;0;1;2;25,68
522471;4;2001;1;2;3;4;0;14;0;0;2;0;1;2;29,20
522471;5;2007;2;2;1;2;0;14;0;0;2;0;1;2;30,39
524345;1;1953;1;0;6;-1;0;3;1;150000;1;0;1;3;28,21
524345;2;1958;2;1;5;-1;1;11;0;0;2;0;1;2;37,73
524345;3;1986;1;2;6;-1;0;3;2;200000;1;0;1;2;41,33
524421;1;1936;1;0;3;-1;0;9;0;500000;1;1;1;2;19,41
524421;2;1940;2;1;3;-1;0;9;0;0;2;1;0;0;29,32
524421;3;1960;1;2;5;-1;1;4;1;0;1;1;0;0;34,32
524421;4;1962;1;2;5;-1;1;4;1;0;1;1;0;0;34,32
524427;1;1936;1;0;4;-1;0;9;0;450000;1;0;1;4;16,17
524427;2;1958;1;2;6;-1;0;4;1;280000;1;1;1;5;28,58
524479;1;1964;1;0;5;-1;1;3;2;600000;1;0;1;2;34,54
524479;2;1960;2;1;5;-1;1;11;0;0;2;0;1;4;38,48
