"IDFolio";"IDPersona";"AgnoNacimiento";"IDSexo";"IDRelacionJefeHogar";"IDEstudios";"IDLugarEstudios";"IDTituloProfesional";"IDActividad";"IDJornadaTrabajo";"Ingreso";"IDTipoIngreso";"Observaciones";"EfectuaViajes";"NumeroViajes";"Factor"
100007;1;1950;1;0;3;-1;0;4;1;525000;1;0;0;0;3,44
100007;2;1952;1;3;3;-1;0;4;1;205000;1;0;1;4;3,44
100007;3;1958;1;3;4;-1;0;4;1;205000;1;0;1;4;60,17
100007;4;1955;2;3;4;-1;0;3;2;205000;1;0;0;0;57,77
100031;1;1956;1;0;3;-1;0;11;0;0;2;0;1;2;59,43
100031;2;1965;1;3;3;-1;0;4;1;205000;1;0;1;2;59,43
100031;3;1975;2;3;3;-1;0;4;1;205000;1;0;1;2;19,57
100031;4;1996;1;3;4;4;0;14;0;0;2;0;1;2;26,58
100031;5;2005;2;3;2;3;0;14;0;0;2;0;1;2;54,81
100050;1;1956;1;0;4;-1;0;4;1;205000;1;0;1;2;46,94
100050;2;1957;2;1;4;-1;0;11;0;0;2;1;0;0;52,97
100050;3;1984;2;2;5;7;0;14;0;205000;1;0;1;4;15,46
100050;4;1989;1;2;5;7;0;14;0;0;2;0;1;2;24,28
100050;5;1992;1;2;4;4;0;14;0;0;2;1;1;2;24,28
100050;6;1994;1;2;4;4;0;14;0;0;2;0;1;2;21,00
100084;1;1959;2;0;4;-1;0;11;0;0;2;1;1;2;25,09
100084;2;1955;1;1;3;-1;0;3;1;0;4;0;1;2;20,95
100084;3;1984;1;2;4;-1;0;4;1;205000;1;0;1;2;23,36
100084;4;1996;2;3;3;4;0;14;0;0;2;1;1;2;11,04
100086;1;1965;2;0;3;-1;0;11;0;0;4;0;1;2;85,45
100086;2;1933;2;3;2;-1;0;4;1;0;3;0;1;2;20,97
100086;3;1958;1;3;2;-1;0;3;1;0;4;1;1;2;71,34
100086;4;1960;1;3;3;-1;0;3;1;0;3;1;1;2;71,34
100086;5;1984;2;2;7;-1;1;7;0;0;2;0;1;2;39,60
100086;6;1983;1;2;7;-1;1;1;1;0;3;1;1;2;79,54
100087;1;1982;2;0;4;-1;0;11;0;0;2;0;1;4;11,63
100087;2;1978;1;1;4;-1;0;5;1;0;3;0;1;2;23,36
100087;3;1975;1;3;3;-1;0;5;2;300000;1;1;0;0;23,36
100087;4;2005;2;2;2;3;0;14;0;0;2;0;1;2;132,03
100155;1;1976;2;1;3;-1;0;3;2;120000;1;0;1;2;11,63
100155;2;1974;1;0;4;-1;0;3;2;120000;1;0;1;2;23,36
100155;3;1999;1;2;3;4;0;14;0;0;2;0;1;2;28,53
100155;4;2001;1;2;3;4;0;14;0;0;2;0;1;2;28,53
100158;1;1939;1;5;3;-1;0;9;0;120000;1;0;1;2;10,73
100158;2;1979;2;1;3;-1;0;11;0;0;2;0;1;4;11,63
100158;3;1969;1;0;3;-1;0;4;1;205000;1;0;1;2;20,95
100158;4;1961;2;3;2;-1;0;11;0;0;2;1;0;0;25,09
100442;1;1977;1;0;5;-1;1;1;1;0;3;0;1;2;18,23
100442;2;1980;2;1;4;-1;0;11;0;0;2;0;1;2;9,07
100442;3;2008;1;2;2;1;0;14;0;0;2;0;1;2;17,96
100475;1;1971;1;0;4;-1;0;4;1;205000;1;0;1;2;35,25
100475;2;1971;2;1;4;-1;0;6;1;120000;1;0;1;2;41,34
100475;3;1996;1;2;4;4;0;14;0;0;2;0;1;2;41,90
100476;1;1966;2;1;4;-1;0;11;0;0;2;0;0;0;107,78
100476;2;1951;1;0;6;-1;0;7;1;205000;1;0;1;2;73,10
100476;3;1983;2;2;4;-1;0;11;0;0;2;0;1;6;146,19
100476;4;1993;2;2;4;4;0;14;0;0;2;0;1;2;139,20
100476;5;1983;1;3;4;-1;0;5;1;120000;1;0;0;0;124,64
100476;6;2005;1;3;2;3;0;14;0;0;2;0;1;2;121,25
100487;1;1970;2;0;4;-1;0;11;0;0;2;0;1;2;146,19
100487;2;1973;1;1;4;-1;0;4;1;205000;1;0;1;2;124,64
100487;3;1994;1;2;4;4;0;14;0;0;2;0;1;2;148,16
100487;4;1997;2;2;3;4;0;14;0;0;2;0;1;2;119,17
100487;5;2004;2;2;3;4;0;14;0;0;2;0;1;2;119,17
100487;6;2001;1;2;3;4;0;14;0;0;2;0;1;2;140,64
100488;1;1960;1;0;3;-1;0;5;1;205000;1;0;1;2;62,17
100488;2;1959;2;1;3;-1;0;11;0;120000;1;0;1;2;20,09
100488;3;1992;1;2;4;4;0;14;0;0;2;0;1;2;33,94
100488;4;1997;1;2;3;4;0;14;0;0;2;0;1;2;26,21
100719;1;1926;2;3;4;-1;0;7;3;120000;1;0;1;2;42,60
100719;2;1951;2;0;3;-1;0;7;3;120000;1;0;1;2;24,27
100719;3;2005;1;3;2;3;0;14;0;0;2;0;1;2;22,60
100719;4;1986;2;2;4;-1;0;11;0;0;2;0;1;2;33,62
100720;1;1953;2;1;4;-1;0;11;0;0;2;0;1;2;50,84
100720;2;1956;1;0;4;-1;0;4;1;205000;1;0;1;2;130,22
100724;1;1975;1;0;5;-1;0;12;0;0;2;1;1;6;35,25
100724;2;1982;2;1;5;-1;0;11;0;0;2;0;0;0;41,34
100724;3;2006;1;2;2;3;0;14;0;0;2;0;1;2;34,29
100725;1;1982;1;0;4;-1;0;3;2;0;2;0;1;2;35,25
100725;2;1985;2;1;4;-1;0;4;1;120000;1;0;1;2;41,34
100725;3;2000;1;2;3;4;0;14;0;0;2;0;1;2;39,77
100809;1;1955;2;0;4;-1;0;7;3;120000;1;0;1;2;42,08
100809;2;1950;1;1;3;-1;0;3;1;120000;1;0;1;2;28,54
100810;1;1944;1;0;4;-1;0;13;0;0;2;1;1;2;189,61
101179;1;1966;2;0;4;-1;0;4;1;400000;1;0;1;2;20,09
101179;2;1989;2;2;6;6;0;14;0;120000;1;0;1;3;33,62
101179;3;1990;2;2;5;7;0;14;0;0;2;0;1;2;33,62
101179;4;1989;1;2;6;6;0;14;0;0;2;0;1;2;33,94
101186;1;1962;2;0;5;-1;0;12;0;120000;1;0;1;2;30,48
101186;2;1988;1;2;5;7;0;14;0;0;2;0;1;2;51,49
101186;3;1998;1;3;3;4;0;14;0;0;2;0;1;2;39,77
101201;1;1970;2;0;5;-1;0;4;1;120000;1;0;1;2;13,07
101201;2;1991;2;2;6;6;0;14;0;0;2;1;1;2;20,47
101201;3;1994;2;2;4;4;0;14;0;0;2;1;1;2;19,69
101201;4;1992;2;2;4;4;0;14;0;0;2;1;1;2;20,47
101201;5;2009;2;3;1;-1;0;13;0;0;2;1;0;0;38,40
101201;6;1991;2;3;5;7;0;14;0;0;2;1;1;2;20,47
101201;7;1991;1;3;4;-1;0;5;1;205000;1;0;1;2;168,46
101228;1;1948;2;0;4;-1;0;11;0;0;2;0;0;0;8,57
101228;2;1948;1;1;4;-1;0;7;3;205000;1;0;1;2;36,49
101228;3;1965;1;2;4;-1;0;13;0;0;2;0;0;0;33,05
101228;4;1967;2;2;4;-1;0;4;1;205000;1;0;1;2;67,30
101228;5;1973;2;2;4;-1;0;4;1;120000;1;0;1;2;17,26
101228;6;1995;2;3;4;4;0;14;0;0;2;0;1;4;25,99
101231;1;1958;1;0;4;-1;0;4;1;120000;1;1;1;2;5,66
101231;2;1962;2;1;4;-1;0;3;1;120000;1;0;1;2;11,53
101231;3;1989;1;2;6;7;0;14;0;0;2;0;1;2;38,10
101231;4;1975;1;3;4;-1;0;4;1;205000;1;0;1;2;15,80
101289;1;1984;1;0;4;-1;0;12;0;0;2;0;1;2;46,33
101289;2;1989;2;1;4;-1;0;11;0;0;2;0;1;4;24,71
101289;3;2007;1;2;2;2;0;14;0;0;2;0;1;2;127,42
101290;1;1989;1;2;4;4;0;14;0;0;2;0;1;2;79,74
101290;2;1998;1;2;3;4;0;14;0;0;2;0;1;2;25,25
101290;3;2002;1;2;3;4;0;14;0;0;2;0;1;2;25,25
101290;4;1967;1;0;4;-1;0;3;2;120000;1;0;1;2;37,00
101291;1;1995;1;2;4;4;0;14;0;0;2;0;1;2;18,87
101291;2;2000;2;2;3;4;0;14;0;0;2;0;1;2;38,29
101291;3;1962;1;1;4;-1;0;3;1;400000;1;1;0;0;37,00
101291;4;1964;2;0;4;-1;0;12;0;0;2;0;1;4;37,72
101300;1;1970;2;1;3;-1;0;11;0;0;2;1;1;4;41,02
101300;2;1969;1;0;4;-1;0;3;3;205000;1;0;1;2;40,40
101300;3;1992;2;2;4;4;0;14;0;0;2;0;1;2;30,98
101300;4;1994;1;2;4;4;0;14;0;0;2;0;1;2;20,60
101300;5;1996;1;2;3;4;0;14;0;0;2;1;1;2;20,60
101300;6;1999;1;2;3;4;0;14;0;0;2;1;1;2;27,57
101300;7;2004;1;3;2;4;0;14;0;0;2;0;1;2;27,57
101300;8;2006;2;3;2;2;0;14;0;0;2;0;1;2;27,13
101309;1;2002;1;2;3;4;0;14;0;0;2;0;1;2;21,99
101309;2;1978;1;0;4;-1;0;5;1;205000;1;0;0;0;46,33
101309;3;1979;2;1;4;-1;0;11;0;0;2;0;1;4;32,72
101889;1;1967;1;0;4;-1;0;3;1;0;3;1;1;4;24,87
101889;2;1968;2;1;4;-1;0;11;0;0;2;0;0;0;25,36
101913;1;1953;2;0;3;-1;0;3;3;0;3;0;1;2;126,99
101914;1;1959;1;0;4;-1;0;4;1;205000;1;0;1;2;32,23
101914;2;1957;2;1;4;-1;0;11;0;120000;1;0;1;2;32,86
101914;3;1988;2;2;6;6;0;14;0;0;2;1;1;2;24,71
101919;1;1951;1;0;3;-1;0;3;2;205000;1;0;1;2;52,51
101919;2;1968;2;1;4;-1;0;4;1;0;2;0;1;2;25,36
101945;1;1975;2;0;3;-1;0;4;1;205000;1;0;1;2;25,26
101945;2;1996;2;2;4;4;0;14;0;0;2;0;1;2;26,05
101979;1;1960;2;0;3;-1;0;11;0;120000;1;0;0;0;34,72
101979;2;1977;2;2;4;-1;0;11;0;120000;1;0;1;2;52,49
101979;3;1979;1;2;4;-1;0;4;1;0;2;0;1;2;82,76
101979;4;1979;1;2;3;-1;0;4;1;205000;1;0;1;2;82,76
101979;5;1998;1;2;3;4;0;14;0;0;2;0;1;2;27,37
101979;6;2004;2;3;3;4;0;14;0;0;2;0;1;2;34,22
101979;7;2004;2;3;3;4;0;14;0;0;2;0;1;2;34,22
102006;1;1934;2;0;3;-1;0;9;0;205000;1;0;1;2;150,63
102193;1;1960;2;0;4;-1;0;3;1;300000;1;0;1;4;32,17
102193;2;1990;1;2;5;7;0;14;0;205000;1;0;0;0;101,82
102362;1;1962;2;1;3;-1;0;11;0;0;2;0;1;4;32,17
102362;2;1961;1;0;5;-1;0;3;3;120000;1;0;1;4;29,43
102368;1;1944;1;0;4;-1;0;9;0;120000;1;0;1;4;80,38
102368;2;1951;2;1;3;-1;0;11;0;0;2;0;0;0;42,37
102368;3;1970;2;2;4;-1;0;4;1;120000;1;1;1;2;67,24
102368;4;1971;1;2;5;-1;1;4;1;120000;1;0;1;2;106,01
102368;5;2005;1;3;2;3;0;14;0;0;2;0;1;2;118,89
102370;1;1972;2;1;4;-1;0;4;1;205000;1;0;1;2;50,39
102370;2;1972;1;0;4;-1;0;3;1;120000;1;0;1;2;79,43
102370;3;1991;2;2;4;-1;0;13;0;0;2;0;0;0;37,03
102370;4;1994;1;2;4;4;0;14;0;0;2;0;1;2;20,99
102370;5;1999;1;2;3;4;0;14;0;0;2;1;1;2;26,27
102370;6;2002;1;2;3;4;0;14;0;0;2;0;1;2;26,27
102399;1;1951;2;0;4;-1;0;11;0;0;2;0;1;6;31,75
102399;2;1986;2;3;4;-1;0;4;1;205000;1;0;1;2;37,03
102399;3;1988;2;2;4;-1;0;4;1;205000;1;0;1;2;37,03
102399;4;1994;1;2;4;4;0;14;0;0;2;0;1;2;20,99
102399;5;1996;1;2;4;4;0;14;0;0;2;0;1;2;20,99
102399;6;2003;2;3;3;4;0;14;0;0;2;0;1;2;32,85
102453;1;1939;1;0;3;-1;0;4;1;120000;1;1;1;2;62,75
102453;2;1947;2;1;3;-1;0;11;0;0;2;0;1;4;33,08
102453;3;1974;1;3;4;-1;0;4;1;120000;1;0;1;2;82,76
102453;4;1974;2;2;4;-1;0;11;0;0;2;0;1;4;52,49
102453;5;1970;2;2;4;-1;0;4;1;120000;1;0;1;2;52,49
102453;6;1997;2;3;3;4;0;14;0;0;2;0;1;2;34,22
102453;7;1997;2;3;3;4;0;14;0;0;2;0;1;2;34,22
102453;8;1988;2;3;5;-1;1;4;1;120000;1;0;1;2;38,58
102453;9;1999;2;3;3;4;0;14;0;0;2;0;1;2;34,22
102453;10;2004;2;3;3;4;0;14;0;0;2;0;1;2;34,22
102471;1;2004;2;3;2;4;0;14;0;0;2;0;1;2;32,30
102471;2;2008;2;3;2;2;0;14;0;0;2;0;1;2;88,78
102471;3;1949;2;0;3;-1;0;11;0;0;2;0;1;8;77,95
102471;4;1946;1;1;3;-1;0;9;0;120000;1;1;0;0;88,41
102471;5;1974;2;2;4;-1;0;4;1;120000;1;0;1;2;41,36
102471;6;1978;2;2;4;-1;0;4;1;120000;1;0;1;2;41,36
102561;1;1951;2;0;3;-1;0;3;1;120000;1;0;1;2;37,94
102561;2;1993;1;3;4;4;0;14;0;0;2;1;1;2;25,99
102561;3;1997;2;3;3;4;0;14;0;0;2;1;1;2;15,72
102561;4;2001;2;3;3;4;0;14;0;0;2;1;1;2;15,72
102561;5;2005;1;3;2;3;0;14;0;0;2;1;1;2;17,67
102639;1;1993;1;2;4;4;0;14;0;0;2;0;0;0;45,14
102639;2;1980;2;3;4;-1;0;13;0;0;2;0;1;3;34,97
102639;3;1963;2;0;3;-1;0;11;0;0;2;0;1;3;33,40
102639;4;2000;2;3;3;4;0;14;0;0;2;0;1;3;27,30
102735;1;1936;1;0;1;-1;0;9;0;120000;1;0;1;2;60,03
102735;2;1968;1;2;3;-1;0;5;1;205000;1;0;1;2;45,70
102737;1;2001;1;2;3;4;0;14;0;0;2;0;1;2;76,50
102737;2;1981;2;3;4;-1;0;4;1;205000;1;0;1;4;58,59
102737;3;1973;2;0;4;-1;0;1;1;205000;1;0;1;2;58,59
102871;1;1965;2;0;4;-1;0;4;1;120000;1;0;1;2;19,22
102871;2;1983;2;2;4;-1;0;4;2;120000;1;0;1;4;20,13
102871;3;1998;1;3;3;4;0;14;0;0;2;0;1;2;26,28
102871;4;2003;1;3;3;4;0;14;0;0;2;0;1;2;26,28
102871;5;2009;2;3;1;-1;0;13;0;0;2;0;0;0;43,21
102877;1;1960;2;0;5;-1;0;11;0;0;3;0;1;2;26,22
102877;2;1947;1;1;3;-1;0;3;1;400000;1;0;1;2;58,69
102877;3;1990;2;2;4;-1;0;11;0;0;2;0;0;0;50,64
102877;4;1991;2;2;4;8;0;14;0;0;2;0;1;2;50,64
102877;5;1995;2;2;4;4;0;14;0;0;2;0;1;2;44,48
102877;6;1998;1;2;3;4;0;14;0;0;2;0;1;2;35,85
102877;7;2008;1;3;2;2;0;14;0;0;2;0;1;2;24,11
102910;1;1958;2;0;4;-1;0;11;0;0;2;0;1;2;33,40
102910;2;1966;1;3;4;-1;0;4;1;205000;1;0;1;2;55,42
102910;3;1977;1;2;7;-1;1;3;1;300000;1;0;1;2;77,73
102910;4;1998;1;3;3;4;0;14;0;0;2;0;1;2;45,66
102924;1;1965;1;0;4;-1;0;4;1;525000;1;0;1;2;31,90
102924;2;1963;2;1;7;-1;1;1;2;300000;1;0;1;2;19,22
102924;3;1989;1;2;6;6;0;14;0;0;2;0;1;2;26,22
102924;4;1991;1;2;6;6;0;14;0;0;2;1;1;2;26,22
102924;5;1999;1;2;3;4;0;14;0;0;2;1;1;2;26,28
102925;1;1944;2;0;3;-1;0;11;0;0;2;0;1;2;29,23
102925;2;1934;1;1;3;-1;0;9;0;120000;1;1;0;0;57,17
102925;3;1981;2;2;4;-1;0;4;3;120000;1;0;1;2;27,46
102925;4;1978;2;2;4;-1;0;4;2;120000;1;0;1;2;27,46
102925;5;1985;2;2;4;-1;0;4;3;120000;1;0;1;2;27,46
102925;6;1990;1;3;4;-1;0;7;0;120000;1;0;1;2;35,77
102925;7;1994;2;3;4;4;0;14;0;0;2;0;1;2;44,48
102925;8;2002;2;3;3;4;0;14;0;0;2;0;1;2;21,44
102925;9;2004;1;3;3;4;0;14;0;0;2;0;1;2;35,85
102926;1;1966;2;0;3;-1;0;11;0;0;3;0;0;0;26,22
102926;2;1964;1;1;3;-1;0;4;1;205000;1;0;1;2;43,52
102926;3;1981;2;2;4;-1;0;11;0;120000;1;0;1;6;27,46
102926;4;1977;1;3;5;-1;0;4;1;300000;1;0;1;2;61,04
102926;5;1993;2;2;3;4;0;14;0;0;2;0;1;2;44,48
102926;6;2003;2;3;3;4;0;14;0;0;2;0;1;2;21,44
102926;7;2007;1;3;2;2;0;14;0;0;2;0;1;2;24,11
102930;1;1964;2;0;6;-1;0;3;1;205000;1;0;1;2;27,54
102930;2;1992;2;2;4;4;0;14;0;0;2;0;1;2;53,18
102935;1;1944;1;0;4;-1;0;3;1;205000;1;0;1;2;86,12
102935;2;1942;2;1;4;-1;0;3;1;120000;1;0;1;4;44,04
102935;3;1980;2;2;4;-1;0;3;1;120000;1;0;1;2;41,36
102935;4;1996;1;3;4;4;0;14;0;0;2;0;1;4;53,40
102935;5;1994;1;3;4;4;0;14;0;0;2;1;1;4;53,40
102935;6;2009;2;3;1;-1;0;13;0;0;2;0;0;0;88,78
102936;1;1964;1;0;3;-1;0;4;1;205000;1;0;1;2;65,55
102936;2;1960;2;1;4;-1;0;11;0;0;2;1;0;0;39,50
102936;3;1990;1;2;6;6;0;14;0;120000;1;0;1;2;53,89
102936;4;1999;2;2;3;4;0;14;0;0;2;1;1;2;32,30
102936;5;1999;2;3;3;4;0;14;0;0;2;1;1;2;32,30
102936;6;1975;1;4;4;-1;0;4;1;205000;1;1;1;2;91,95
102937;1;1952;2;0;3;-1;0;11;0;0;2;0;1;2;54,34
102937;2;1970;2;2;4;-1;0;4;1;120000;1;0;1;2;28,83
102947;1;1946;1;0;3;-1;0;9;0;120000;1;0;1;2;43,03
102947;2;1955;2;1;4;-1;0;11;0;205000;1;0;1;2;19,22
102947;3;1980;1;2;6;6;0;14;0;205000;1;0;1;3;44,75
102947;4;1989;2;3;4;-1;0;4;1;205000;1;0;1;2;37,13
102947;5;2010;1;3;1;-1;0;13;0;0;2;0;0;0;17,67
102982;1;1957;2;0;4;-1;0;3;1;205000;1;0;1;2;27,54
102982;2;1959;1;1;4;-1;0;3;1;300000;1;0;1;2;45,70
103025;1;1959;1;0;4;-1;0;4;1;0;3;0;1;2;55,42
103025;2;1964;2;1;4;-1;0;4;1;120000;1;0;1;2;33,40
103025;3;1988;2;2;4;-1;0;4;1;120000;1;0;1;2;64,49
103025;4;1994;2;2;4;4;0;14;0;0;2;0;1;2;56,65
103027;1;1938;2;0;3;-1;0;11;0;120000;1;0;1;2;37,23
103027;2;1971;1;2;5;-1;0;4;1;120000;1;0;1;2;77,73
103027;3;1977;2;3;4;-1;0;7;3;120000;1;0;1;4;34,97
103027;4;2005;1;3;2;3;0;14;0;0;2;0;1;2;30,70
103153;1;1964;2;0;4;-1;0;4;1;120000;1;0;1;2;33,40
103153;2;1967;1;1;4;-1;0;5;1;120000;1;0;1;2;55,42
103153;3;1992;1;2;4;4;0;14;0;0;2;0;1;2;45,56
103153;4;1994;2;2;4;4;0;14;0;0;2;0;1;2;56,65
103160;1;1931;1;0;7;-1;1;9;0;300000;1;0;1;2;54,54
103160;2;1931;2;1;5;-1;0;11;0;0;2;0;1;2;8,34
103184;1;1929;1;0;4;-1;0;9;0;0;3;0;1;2;54,54
103184;2;1940;2;1;4;-1;0;9;0;0;3;0;1;2;8,34
103188;1;1942;2;0;4;-1;0;9;0;300000;1;0;1;2;161,72
103195;1;1949;1;0;4;-1;0;3;1;0;3;0;1;2;21,28
103195;2;1959;2;1;4;-1;0;4;1;0;3;0;1;2;1,42
103195;3;1986;1;2;6;6;0;14;0;0;2;1;1;2;113,40
103201;1;1965;1;0;4;-1;0;4;1;205000;1;1;1;2;16,11
103201;2;1978;2;1;4;-1;0;11;0;0;2;0;1;2;33,15
103201;3;1989;1;3;6;6;0;14;0;0;2;0;1;2;6,90
103201;4;1978;2;3;4;-1;0;4;1;205000;1;0;1;2;33,15
103203;1;1954;2;0;5;-1;1;1;1;0;3;0;1;2;7,40
103205;1;1963;1;0;4;-1;0;3;1;205000;1;0;1;2;23,39
103205;2;2003;2;2;3;4;0;14;0;0;2;0;1;2;10,65
103205;3;1964;2;1;4;-1;0;11;0;0;2;1;1;6;33,09
103330;1;1990;2;2;6;6;0;14;0;205000;1;0;0;0;9,38
103330;2;1993;1;2;4;4;0;14;0;0;2;0;1;4;9,78
103330;3;1962;1;0;7;-1;1;4;1;900000;1;0;1;4;16,11
103330;4;1966;2;1;5;-1;1;3;3;900000;1;0;0;0;22,80
103363;1;1988;2;0;6;6;0;14;0;120000;1;0;1;2;59,03
103376;1;1993;1;2;4;4;0;14;0;0;2;0;1;2;14,20
103376;2;1994;1;2;4;4;0;14;0;0;2;1;1;2;14,20
103376;3;1962;2;0;7;-1;1;1;2;0;3;0;1;2;33,09
103461;1;1955;1;0;7;-1;1;3;1;205000;1;1;1;2;17,60
103461;2;1982;1;2;6;7;0;14;0;0;2;1;1;2;107,57
103530;1;1956;1;0;6;-1;0;3;1;400000;1;0;1;2;90,47
103530;2;1963;2;1;5;-1;0;11;0;0;2;0;1;2;153,84
103530;3;1986;2;2;6;7;0;14;0;0;2;0;1;2;79,97
103530;4;1993;1;2;4;4;0;14;0;0;2;0;1;2;109,25
103530;5;1996;2;2;4;4;0;14;0;0;2;0;1;2;69,57
103537;1;1985;2;0;6;6;0;14;0;120000;1;1;1;2;55,57
103548;1;1986;1;4;6;6;0;14;0;120000;1;0;1;2;23,40
103548;2;1987;2;4;6;6;0;14;0;120000;1;0;1;2;12,83
103548;3;1987;1;4;6;6;0;14;0;120000;1;0;1;2;23,40
103548;4;1986;2;0;6;6;0;14;0;120000;1;0;1;2;12,83
103549;1;1987;1;0;6;6;0;14;0;205000;1;0;1;2;10,05
103549;2;1986;1;4;6;6;0;14;0;120000;1;0;1;2;10,05
103549;3;1987;1;4;6;6;0;14;0;0;3;0;1;2;10,05
103551;1;1964;1;0;1;-1;0;2;1;900000;1;0;1;2;14,52
103551;2;1970;2;1;1;-1;0;2;1;700000;1;0;1;2;26,69
103551;3;1987;1;2;6;6;0;14;0;0;2;0;1;2;23,40
103551;4;1994;2;2;4;4;0;14;0;0;2;0;1;2;11,16
103582;1;1927;1;0;4;-1;0;9;0;120000;1;0;1;2;62,67
103582;2;1951;2;2;4;-1;0;4;1;120000;1;0;1;2;67,80
103627;1;1945;1;0;4;-1;0;4;1;205000;1;0;1;2;6,09
103627;2;1950;2;1;4;-1;0;4;1;205000;1;0;1;2;6,59
103627;3;1985;1;3;4;-1;0;4;1;205000;1;0;1;2;54,18
103627;4;1986;2;2;5;-1;1;11;0;0;2;0;1;2;228,83
103627;5;2009;1;3;1;-1;0;13;0;0;2;0;1;2;116,76
103849;1;1945;1;0;7;-1;1;9;0;0;4;0;1;2;28,41
103849;2;1946;2;1;7;-1;1;11;0;120000;1;0;1;2;30,74
103849;3;1970;1;2;7;-1;1;1;1;1250000;1;0;1;2;252,66
103850;1;1943;1;0;5;-1;1;9;0;525000;1;0;1;4;28,41
103850;2;1935;2;1;5;-1;0;11;0;0;2;0;0;0;19,75
103850;3;1996;1;2;3;4;0;14;0;0;2;1;1;2;75,78
103872;1;1957;2;1;4;-1;0;4;1;205000;1;0;1;2;9,43
103872;2;1945;1;0;4;-1;0;9;0;205000;1;0;1;2;1,39
103872;3;1982;1;2;5;-1;0;13;0;0;2;0;0;0;12,36
103872;4;1985;2;2;6;6;0;14;0;0;2;0;1;2;2,98
103872;5;1961;2;3;4;-1;0;5;3;120000;1;0;1;2;9,43
103872;6;1989;1;2;4;6;0;14;0;0;2;0;1;2;5,05
103902;1;1990;2;2;6;6;0;14;0;0;2;0;1;2;77,43
103902;2;1953;2;1;4;-1;0;11;0;0;2;0;0;0;4,23
103902;3;1953;1;0;5;-1;1;4;1;0;3;0;1;4;53,52
103905;1;1975;2;2;7;-1;1;1;1;400000;1;0;1;3;19,17
103905;2;2000;1;3;3;4;0;14;0;0;2;1;1;2;27,16
103905;3;1999;2;3;3;4;0;14;0;0;2;1;1;2;35,35
103905;4;1972;2;2;7;-1;1;1;1;400000;1;0;1;2;19,17
103905;5;1947;2;0;4;-1;0;11;0;400000;1;1;1;2;21,60
103944;1;1963;2;0;4;-1;0;3;3;0;3;1;1;4;10,42
103944;2;1987;1;2;6;6;0;14;0;0;2;1;1;2;29,16
103944;3;1985;1;2;5;7;0;14;0;0;2;0;1;2;10,47
103945;1;1962;1;0;7;-1;1;1;1;525000;1;1;1;2;105,15
103945;2;1972;2;1;7;-1;1;1;2;0;3;0;1;2;100,78
103945;3;1994;2;2;4;4;0;14;0;0;2;1;1;2;90,39
103945;4;1997;1;2;3;4;0;14;0;0;2;1;1;2;142,79
103945;5;1997;2;2;3;4;0;14;0;0;2;0;1;2;185,85
103945;6;1935;2;3;4;-1;0;9;0;0;3;0;0;0;124,19
103955;1;1968;2;0;4;-1;0;11;0;0;2;1;0;0;157,63
103955;2;1964;1;1;5;-1;1;1;2;0;3;1;1;4;59,33
104010;1;1932;1;0;7;-1;1;3;1;0;3;1;1;4;24,43
104010;2;1939;2;1;7;-1;1;9;0;0;3;0;0;0;9,62
104010;3;1985;1;3;6;6;0;14;0;0;2;0;1;2;13,09
104141;1;1978;1;0;5;-1;0;4;1;120000;1;0;1;2;47,37
104141;2;1958;2;3;4;-1;0;11;0;0;4;0;1;4;47,80
104141;3;1951;1;3;3;-1;0;12;0;0;3;0;0;0;35,24
104141;4;1979;2;3;4;-1;0;12;0;0;2;0;1;4;50,22
104141;5;2006;1;3;2;2;0;14;0;0;2;0;1;2;37,57
104141;6;2005;2;3;2;3;0;14;0;0;2;0;1;2;45,77
104280;1;1995;2;2;4;4;0;14;0;0;2;0;1;2;20,21
104280;2;1960;2;1;4;-1;0;11;0;0;2;0;1;2;39,76
104280;3;1960;1;0;4;-1;0;4;1;300000;1;0;1;2;45,01
104280;4;1998;2;2;3;4;0;14;0;0;2;0;1;2;34,49
104292;1;1950;2;0;3;-1;0;11;0;0;2;0;1;2;14,23
104292;2;1990;1;3;4;-1;0;4;1;205000;1;0;1;2;70,71
104390;1;1957;2;0;4;-1;0;11;0;0;2;0;1;4;85,96
104390;2;1985;2;2;4;-1;0;4;1;0;3;0;1;2;31,64
104390;3;1999;1;3;3;4;0;14;0;0;2;0;1;2;22,69
104390;4;2001;1;3;3;4;0;14;0;0;2;0;1;2;22,69
104390;5;2006;2;3;2;2;0;14;0;0;2;0;1;2;26,31
104390;6;2010;2;3;1;-1;0;13;0;0;2;0;0;0;26,31
104402;1;1984;2;2;5;-1;0;3;2;120000;1;0;1;4;14,63
104402;2;1979;1;3;4;-1;0;3;1;120000;1;0;0;0;22,66
104402;3;1995;2;2;4;4;0;14;0;0;2;0;1;2;20,21
104402;4;1957;2;0;4;-1;0;11;0;0;2;1;1;2;39,76
104407;1;1935;2;1;4;-1;0;9;0;120000;1;0;1;2;26,82
104407;2;1973;1;0;3;-1;0;3;2;120000;1;0;1;2;10,40
104420;1;1979;2;2;5;7;0;14;0;0;2;1;1;2;31,64
104420;2;2002;1;3;3;4;0;14;0;0;2;0;1;2;22,69
104420;3;1971;1;2;7;-1;1;12;0;0;2;1;0;0;49,00
104420;4;1950;1;0;5;-1;0;9;0;120000;1;0;0;0;138,60
104420;5;1951;2;1;5;-1;0;11;0;0;2;0;1;4;67,01
