IDFolio;IDPersona;IDViaje;Factor;ModoAgregado;TiempoViaje;Dist_Viaje_mt;Proposito;PropositoESTRAUS;Edad;Sexo;Ingreso;Actividad
100007;2;1;3,449309049;Caminata;0:15:00;0;Al Trabajo;Trabajo;58;Masculino;205000;Empleado (excepto F.F.A.A)
100007;2;2;3,449309049;Caminata;0:15:00;0;Volver a casa;Trabajo;58;Masculino;205000;Empleado (excepto F.F.A.A)
100007;2;3;3,449309049;Caminata;0:15:00;0;Al Trabajo;Trabajo;58;Masculino;205000;Empleado (excepto F.F.A.A)
100007;2;4;3,449309049;Caminata;0:15:00;0;Volver a casa;Trabajo;58;Masculino;205000;Empleado (excepto F.F.A.A)
100007;3;1;60,1745188;Caminata;0:15:00;0;Al Trabajo;Trabajo;52;Masculino;205000;Empleado (excepto F.F.A.A)
100007;3;2;60,1745188;Caminata;0:15:00;0;Volver a casa;Trabajo;52;Masculino;205000;Empleado (excepto F.F.A.A)
100007;3;3;60,1745188;Caminata;0:15:00;0;Al Trabajo;Trabajo;52;Masculino;205000;Empleado (excepto F.F.A.A)
100007;3;4;60,1745188;Caminata;0:15:00;0;Volver a casa;Trabajo;52;Masculino;205000;Empleado (excepto F.F.A.A)
100031;1;1;59,4340188;Caminata;0:10:00;0;De compras;Otros;54;Masculino;0;Duena de Casa
100031;1;2;59,4340188;Caminata;0:10:00;0;Volver a casa;Otros;54;Masculino;0;Duena de Casa
100031;2;1;59,4340188;Transporte Público;0:50:00;13333,3;Al Trabajo;Trabajo;45;Masculino;205000;Empleado (excepto F.F.A.A)
100031;2;2;59,4340188;Transporte Público;1:00:00;13333,3;Volver a casa;Trabajo;45;Masculino;205000;Empleado (excepto F.F.A.A)
100031;3;1;19,57669676;Transporte Público;0:50:00;13333,3;Al Trabajo;Trabajo;35;Femenino;205000;Empleado (excepto F.F.A.A)
100031;3;2;19,57669676;Transporte Público;1:00:00;13333,3;Volver a casa;Trabajo;35;Femenino;205000;Empleado (excepto F.F.A.A)
100031;4;1;26,58782674;Transporte Privado;0:50:00;10929,53;Al Estudio;Estudio;14;Masculino;0;Estudiante
100031;4;2;26,58782674;Transporte Privado;0:50:00;10929,53;Volver a casa;Estudio;14;Masculino;0;Estudiante
100031;5;1;54,81538558;Transporte Privado;0:35:00;15928,44;Al Estudio;Estudio;5;Femenino;0;Estudiante
100031;5;2;54,81538558;Transporte Privado;0:50:00;15928,44;Volver a casa;Estudio;5;Femenino;0;Estudiante
100050;1;1;46,94866164;Transporte Público;0:30:00;13333,3;Volver a casa;Trabajo;54;Masculino;205000;Empleado (excepto F.F.A.A)
100050;1;2;46,94866164;Transporte Público;0:30:00;13333,3;Al Trabajo;Trabajo;54;Masculino;205000;Empleado (excepto F.F.A.A)
100050;3;1;15,46420267;Caminata;0:20:00;662,81;Al Trabajo;Trabajo;26;Femenino;205000;Estudiante
100050;3;2;15,46420267;Caminata;0:20:00;662,81;Volver a casa;Trabajo;26;Femenino;205000;Estudiante
100050;3;3;15,46420267;Caminata;0:20:00;662,81;Al Trabajo;Trabajo;26;Femenino;205000;Estudiante
100050;3;4;15,46420267;Caminata;0:20:00;662,81;Volver a casa;Trabajo;26;Femenino;205000;Estudiante
100050;4;1;24,28974102;Transporte Público;0:40:00;14409,09;Al Estudio;Estudio;21;Masculino;0;Estudiante
100050;4;2;24,28974102;Transporte Público;0:40:00;14409,09;Volver a casa;Estudio;21;Masculino;0;Estudiante
100050;5;1;24,28974102;Transporte Público;0:40:00;12099,48;Al Estudio;Estudio;18;Masculino;0;Estudiante
100050;5;2;24,28974102;Transporte Público;0:30:00;12099,48;Volver a casa;Estudio;18;Masculino;0;Estudiante
100050;6;1;21,00249835;Transporte Público;0:40:00;12099,48;Al Estudio;Estudio;16;Masculino;0;Estudiante
100050;6;2;21,00249835;Transporte Público;0:30:00;12099,48;Volver a casa;Estudio;16;Masculino;0;Estudiante
100084;1;1;25,09875585;Transporte Público;0:30:00;5554,8;Otra Cosa;Otros;51;Femenino;0;Duena de Casa
100084;1;2;25,09875585;Transporte Público;0:40:00;5554,8;Volver a casa;Otros;51;Femenino;0;Duena de Casa
100084;2;1;20,9533875;Transporte Público;0:30:00;521,36;Al Trabajo;Trabajo;55;Masculino;0;Trabajador de Cuenta Propia
100084;2;2;20,9533875;Transporte Público;0:25:00;521,36;Volver a casa;Trabajo;55;Masculino;0;Trabajador de Cuenta Propia
100084;3;1;23,36185816;Transporte Público;0:30:00;626,09;Al Trabajo;Trabajo;26;Masculino;205000;Empleado (excepto F.F.A.A)
100084;3;2;23,36185816;Transporte Público;0:30:00;626,09;Volver a casa;Trabajo;26;Masculino;205000;Empleado (excepto F.F.A.A)
100084;4;1;11,0469181;Transporte Público;0:30:00;5554,8;Al Estudio;Estudio;14;Femenino;0;Estudiante
100084;4;2;11,0469181;Transporte Público;0:30:00;5554,8;Volver a casa;Estudio;14;Femenino;0;Estudiante
100086;1;2;85,45521032;Transporte Público;0:20:00;626,09;Volver a casa;Otros;45;Femenino;0;Duena de Casa
100086;1;1;85,45521032;Transporte Público;0:20:00;626,09;Trámites;Otros;45;Femenino;0;Duena de Casa
100086;2;1;20,97193737;Transporte Público;0:30:00;5726,26;Al Trabajo;Trabajo;77;Femenino;0;Empleado (excepto F.F.A.A)
100086;2;2;20,97193737;Transporte Público;0:40:00;5726,26;Volver a casa;Trabajo;77;Femenino;0;Empleado (excepto F.F.A.A)
100086;3;1;71,34123086;Caminata;0:15:00;10268,67;Al Trabajo;Trabajo;52;Masculino;0;Trabajador de Cuenta Propia
100086;3;2;71,34123086;Transporte Público;0:15:00;10268,67;Volver a casa;Trabajo;52;Masculino;0;Trabajador de Cuenta Propia
100086;4;1;71,34123086;Transporte Público;0:20:00;626,09;Al Trabajo;Trabajo;50;Masculino;0;Trabajador de Cuenta Propia
100086;4;2;71,34123086;Transporte Público;0:30:00;626,09;Volver a casa;Trabajo;50;Masculino;0;Trabajador de Cuenta Propia
100086;5;1;39,60002337;Transporte Público;0:20:00;626,09;Trámites;Otros;26;Femenino;0;Trabajador Ocasional
100086;5;2;39,60002337;Transporte Público;0:30:00;626,09;Volver a casa;Otros;26;Femenino;0;Trabajador Ocasional
100086;6;1;79,54149259;Transporte Público;0:15:00;4028,43;Al Trabajo;Trabajo;27;Masculino;0;Profesional
100086;6;2;79,54149259;Transporte Público;1:00:00;4028,43;Volver a casa;Trabajo;27;Masculino;0;Profesional
100087;1;1;11,63078664;Caminata;0:15:00;1131,5;Buscar/dejar alguien;Otros;28;Femenino;0;Duena de Casa
100087;1;2;11,63078664;Caminata;0:15:00;1131,5;Volver a casa;Otros;28;Femenino;0;Duena de Casa
100087;1;3;11,63078664;Caminata;0:15:00;1131,5;Buscar/dejar alguien;Otros;28;Femenino;0;Duena de Casa
100087;1;4;11,63078664;Caminata;0:15:00;1131,5;Volver a casa;Otros;28;Femenino;0;Duena de Casa
100087;2;1;23,36185816;Transporte Público;0:55:00;14922,77;Al Trabajo;Trabajo;32;Masculino;0;Obrero
100087;2;2;23,36185816;Transporte Público;0:55:00;14922,77;Volver a casa;Trabajo;32;Masculino;0;Obrero
100087;4;1;132,037142;Caminata;0:15:00;1131,5;Al Estudio;Estudio;5;Femenino;0;Estudiante
100087;4;2;132,037142;Caminata;0:15:00;1131,5;Volver a casa;Estudio;5;Femenino;0;Estudiante
100155;1;1;11,63078664;Transporte Público;1:30:00;9415,9;Al Trabajo;Trabajo;34;Femenino;120000;Trabajador de Cuenta Propia
100155;1;2;11,63078664;Transporte Público;1:30:00;9415,9;Volver a casa;Trabajo;34;Femenino;120000;Trabajador de Cuenta Propia
100155;2;1;23,36185816;Transporte Público;1:30:00;9415,9;Al Trabajo;Trabajo;36;Masculino;120000;Trabajador de Cuenta Propia
100155;2;2;23,36185816;Transporte Público;1:30:00;9415,9;Volver a casa;Trabajo;36;Masculino;120000;Trabajador de Cuenta Propia
100155;3;1;28,53543575;Caminata;0:05:00;13345,11;Al Estudio;Estudio;11;Masculino;0;Estudiante
100155;3;2;28,53543575;Caminata;0:05:00;700,74;Volver a casa;Estudio;11;Masculino;0;Estudiante
100155;4;1;28,53543575;Caminata;0:05:00;13345,11;Al Estudio;Estudio;9;Masculino;0;Estudiante
100155;4;2;28,53543575;Caminata;0:05:00;700,74;Volver a casa;Estudio;9;Masculino;0;Estudiante
100158;1;1;10,73043678;Caminata;0:20:00;10268,67;Buscar/dejar algo;Otros;71;Masculino;120000;Jubilado Inactivo
100158;1;2;10,73043678;Caminata;0:20:00;10405,85;Volver a casa;Otros;71;Masculino;120000;Jubilado Inactivo
100158;2;1;11,63078664;Transporte Público;0:30:00;10268,67;Buscar/dejar alguien;Otros;31;Femenino;0;Duena de Casa
100158;2;2;11,63078664;Transporte Público;0:30:00;10268,67;Volver a casa;Otros;31;Femenino;0;Duena de Casa
100158;2;3;11,63078664;Transporte Público;0:30:00;10268,67;Buscar/dejar alguien;Otros;31;Femenino;0;Duena de Casa
100158;2;4;11,63078664;Transporte Público;0:30:00;10268,67;Volver a casa;Otros;31;Femenino;0;Duena de Casa
100158;3;1;20,9533875;Transporte Público;0:30:00;626,09;Al Trabajo;Trabajo;41;Masculino;205000;Empleado (excepto F.F.A.A)
100158;3;2;20,9533875;Transporte Público;0:35:00;626,09;Volver a casa;Trabajo;41;Masculino;205000;Empleado (excepto F.F.A.A)
100442;1;1;18,23252766;Transporte Público;1:15:00;6022,82;Recreación;Otros;33;Masculino;0;Profesional
100442;1;2;18,23252766;Transporte Público;0:50:00;6022,82;Volver a casa;Otros;33;Masculino;0;Profesional
100442;2;1;9,077130665;Transporte Público;1:15:00;6022,82;Recreación;Otros;30;Femenino;0;Duena de Casa
100442;2;2;9,077130665;Transporte Público;0:50:00;6022,82;Volver a casa;Otros;30;Femenino;0;Duena de Casa
100442;3;1;17,96292132;Transporte Público;1:15:00;6022,82;Recreación;Otros;2;Masculino;0;Estudiante
100442;3;2;17,96292132;Transporte Público;0:50:00;6022,82;Volver a casa;Otros;2;Masculino;0;Estudiante
100475;1;1;35,25162989;Transporte Privado;0:30:00;7353,85;Volver a casa;Trabajo;39;Masculino;205000;Empleado (excepto F.F.A.A)
100475;1;2;35,25162989;Transporte Privado;0:30:00;7353,85;Al Trabajo;Trabajo;39;Masculino;205000;Empleado (excepto F.F.A.A)
100475;2;1;41,34812049;Transporte Público;0:25:00;4812,31;Al Trabajo;Trabajo;39;Femenino;120000;Servicio Doméstico
100475;2;2;41,34812049;Transporte Público;0:45:00;4812,31;Volver a casa;Trabajo;39;Femenino;120000;Servicio Doméstico
100475;3;1;41,90557944;Transporte Público;0:25:00;4812,31;Al Estudio;Estudio;14;Masculino;0;Estudiante
100475;3;2;41,90557944;Transporte Público;0:25:00;4812,31;Volver a casa;Estudio;14;Masculino;0;Estudiante
100476;2;1;73,1013593;Transporte Público;0:40:00;11602,54;Al Trabajo;Trabajo;59;Masculino;205000;Trabajador Ocasional
100476;2;2;73,1013593;Transporte Público;0:40:00;11602,54;Volver a casa;Trabajo;59;Masculino;205000;Trabajador Ocasional
100476;3;1;146,1969493;Caminata;0:05:00;0;Buscar/dejar alguien;Otros;27;Femenino;0;Duena de Casa
100476;3;2;146,1969493;Caminata;0:04:00;0;Volver a casa;Otros;27;Femenino;0;Duena de Casa
100476;3;3;146,1969493;Transporte Público;0:10:00;1328,06;Trámites;Otros;27;Femenino;0;Duena de Casa
100476;3;4;146,1969493;Transporte Público;0:15:00;1328,06;Volver a casa;Otros;27;Femenino;0;Duena de Casa
100476;3;5;146,1969493;Caminata;0:05:00;0;Buscar/dejar alguien;Otros;27;Femenino;0;Duena de Casa
100476;3;6;146,1969493;Caminata;0:05:00;0;Volver a casa;Otros;27;Femenino;0;Duena de Casa
100476;4;1;139,2038883;Transporte Público;0:20:00;6358,71;Al Estudio;Estudio;17;Femenino;0;Estudiante
100476;4;2;139,2038883;Transporte Público;0:20:00;6358,71;Volver a casa;Estudio;17;Femenino;0;Estudiante
100476;6;1;121,2525291;Transporte Público;0:20:00;6358,71;Al Estudio;Estudio;5;Masculino;0;Estudiante
100476;6;2;121,2525291;Transporte Público;0:20:00;6358,71;Volver a casa;Estudio;5;Masculino;0;Estudiante
100487;1;1;146,1969493;Transporte Público;0:40:00;1328,06;Trámites;Otros;40;Femenino;0;Duena de Casa
100487;1;2;146,1969493;Transporte Público;0:40:00;1328,06;Volver a casa;Otros;40;Femenino;0;Duena de Casa
100487;2;1;124,6412336;Transporte Privado;0:20:00;12815,1;Al Trabajo;Trabajo;37;Masculino;205000;Empleado (excepto F.F.A.A)
100487;2;2;124,6412336;Transporte Privado;0:20:00;12815,1;Volver a casa;Trabajo;37;Masculino;205000;Empleado (excepto F.F.A.A)
100487;3;1;148,1679892;Transporte Público;0:30:00;13306,83;Al Estudio;Estudio;16;Masculino;0;Estudiante
100487;3;2;148,1679892;Transporte Público;0:30:00;13306,83;Volver a casa;Estudio;16;Masculino;0;Estudiante
100487;4;1;119,170957;Caminata;0:15:00;0;Al Estudio;Estudio;13;Femenino;0;Estudiante
100487;4;2;119,170957;Caminata;0:15:00;14149,62;Volver a casa;Estudio;13;Femenino;0;Estudiante
100487;5;1;119,170957;Caminata;0:15:00;0;Al Estudio;Estudio;6;Femenino;0;Estudiante
100487;5;2;119,170957;Caminata;0:15:00;14149,62;Volver a casa;Estudio;6;Femenino;0;Estudiante
100487;6;1;140,6447763;Caminata;0:15:00;0;Al Estudio;Estudio;9;Masculino;0;Estudiante
100487;6;2;140,6447763;Caminata;0:15:00;14149,62;Volver a casa;Estudio;9;Masculino;0;Estudiante
100488;1;1;62,17624909;Transporte Público;0:45:00;16665,84;Al Trabajo;Trabajo;50;Masculino;205000;Obrero
100488;1;2;62,17624909;Transporte Público;1:00:00;16665,84;Volver a casa;Trabajo;50;Masculino;205000;Obrero
100488;2;1;20,09375061;Transporte Público;0:30:00;1328,06;De compras;Otros;51;Femenino;120000;Duena de Casa
100488;2;2;20,09375061;Transporte Público;0:30:00;1328,06;Volver a casa;Otros;51;Femenino;120000;Duena de Casa
100488;3;1;33,9417785;Transporte Público;0:30:00;13306,83;Al Estudio;Estudio;18;Masculino;0;Estudiante
100488;3;2;33,9417785;Transporte Público;0:30:00;13306,83;Volver a casa;Estudio;18;Masculino;0;Estudiante
100488;4;1;26,2187604;Transporte Público;0:30:00;6358,71;Al Estudio;Estudio;13;Masculino;0;Estudiante
100488;4;2;26,2187604;Transporte Público;0:30:00;6358,71;Volver a casa;Estudio;13;Masculino;0;Estudiante
100719;1;1;42,60757066;Caminata;0:10:00;0;Al Trabajo;Trabajo;84;Femenino;120000;Trabajador Ocasional
100719;1;2;42,60757066;Caminata;0:10:00;0;Volver a casa;Trabajo;84;Femenino;120000;Trabajador Ocasional
100719;2;1;24,27856932;Caminata;0:10:00;0;Al Trabajo;Trabajo;59;Femenino;120000;Trabajador Ocasional
100719;2;2;24,27856932;Caminata;0:10:00;0;Volver a casa;Trabajo;59;Femenino;120000;Trabajador Ocasional
100719;3;1;22,6036906;Transporte Privado;0:30:00;6358,71;Al Estudio;Estudio;5;Masculino;0;Estudiante
100719;3;2;22,6036906;Transporte Privado;0:20:00;6358,71;Volver a casa;Estudio;5;Masculino;0;Estudiante
100719;4;1;33,62653911;Caminata;0:05:00;0;Buscar/dejar alguien;Otros;24;Femenino;0;Duena de Casa
100719;4;2;33,62653911;Caminata;0:05:00;0;Volver a casa;Otros;24;Femenino;0;Duena de Casa
100720;1;1;50,84990926;Transporte Público;0:22:00;1704,5;Trámites;Otros;57;Femenino;0;Duena de Casa
100720;1;2;50,84990926;Transporte Público;0:45:00;1704,5;Volver a casa;Otros;57;Femenino;0;Duena de Casa
100720;2;1;130,2241735;Transporte Privado;1:15:00;5412,99;Al Trabajo;Trabajo;54;Masculino;205000;Empleado (excepto F.F.A.A)
100720;2;2;130,2241735;Transporte Privado;1:15:00;5412,99;Volver a casa;Trabajo;54;Masculino;205000;Empleado (excepto F.F.A.A)
100724;1;1;35,25162989;Caminata;0:05:00;0;Buscar/dejar alguien;Otros;35;Masculino;0;Cesante
100724;1;2;35,25162989;Caminata;0:05:00;0;Volver a casa;Otros;35;Masculino;0;Cesante
100724;1;3;35,25162989;Transporte Privado;0:30:00;3304,96;Por Trabajo;Trabajo;35;Masculino;0;Cesante
100724;1;4;35,25162989;Transporte Privado;0:30:00;3304,96;Volver a casa;Trabajo;35;Masculino;0;Cesante
100724;1;5;35,25162989;Caminata;0:05:00;0;Buscar/dejar alguien;Otros;35;Masculino;0;Cesante
100724;1;6;35,25162989;Caminata;0:05:00;0;Volver a casa;Otros;35;Masculino;0;Cesante
100724;3;1;34,29322027;Caminata;0:05:00;0;Al Estudio;Estudio;4;Masculino;0;Estudiante
100724;3;2;34,29322027;Caminata;0:05:00;0;Volver a casa;Estudio;4;Masculino;0;Estudiante
100725;1;1;35,25162989;Transporte Público;0:30:00;1328,06;Al Trabajo;Trabajo;28;Masculino;0;Trabajador de Cuenta Propia
100725;1;2;35,25162989;Transporte Público;0:15:00;1328,06;Volver a casa;Trabajo;28;Masculino;0;Trabajador de Cuenta Propia
100725;2;1;41,34812049;Transporte Público;0:40:00;5179,61;Otra Cosa;Otros;25;Femenino;120000;Empleado (excepto F.F.A.A)
100725;2;2;41,34812049;Transporte Público;0:20:00;5179,61;Volver a casa;Otros;25;Femenino;120000;Empleado (excepto F.F.A.A)
100725;3;1;39,77782838;Transporte Privado;0:10:00;6358,71;Al Estudio;Estudio;10;Masculino;0;Estudiante
100725;3;2;39,77782838;Transporte Privado;0:10:00;6358,71;Volver a casa;Estudio;10;Masculino;0;Estudiante
100809;1;1;42,08507435;Transporte Público;2:30:00;5412,99;Ver a alguien;Otros;55;Femenino;120000;Trabajador Ocasional
100809;1;2;42,08507435;Transporte Público;2:00:00;5412,99;Volver a casa;Otros;55;Femenino;120000;Trabajador Ocasional
100809;2;1;28,54178246;Caminata;0:15:00;10350,34;Al Trabajo;Trabajo;60;Masculino;120000;Trabajador de Cuenta Propia
100809;2;2;28,54178246;Transporte Público;0:10:00;10350,34;Volver a casa;Trabajo;60;Masculino;120000;Trabajador de Cuenta Propia
100810;1;1;189,6142271;Transporte Público;0:30:00;1328,06;Ver a alguien;Otros;66;Masculino;0;No trabaja
100810;1;2;189,6142271;Transporte Público;0:30:00;1328,06;Volver a casa;Otros;66;Masculino;0;No trabaja
101179;1;1;20,09375061;Transporte Público;1:10:00;12457,69;Al Trabajo;Trabajo;44;Femenino;400000;Empleado (excepto F.F.A.A)
101179;1;2;20,09375061;Transporte Público;1:15:00;12457,69;Volver a casa;Trabajo;44;Femenino;400000;Empleado (excepto F.F.A.A)
101179;2;1;33,62653911;Transporte Público;1:15:00;12457,69;Al Estudio;Estudio;21;Femenino;120000;Estudiante
101179;2;2;33,62653911;Transporte Público;0:30:00;10676,26;Al Trabajo;Trabajo;21;Femenino;120000;Estudiante
101179;2;3;33,62653911;Transporte Público;1:30:00;3304,96;Volver a casa;Trabajo;21;Femenino;120000;Estudiante
101179;3;1;33,62653911;Transporte Público;1:00:00;15451,47;Al Estudio;Estudio;20;Femenino;0;Estudiante
101179;3;2;33,62653911;Transporte Público;1:30:00;15451,47;Volver a casa;Estudio;20;Femenino;0;Estudiante
101179;4;1;33,9417785;Transporte Público;1:10:00;12457,69;Al Estudio;Estudio;21;Masculino;0;Estudiante
101179;4;2;33,9417785;Transporte Público;1:15:00;12457,69;Volver a casa;Estudio;21;Masculino;0;Estudiante
101186;1;1;30,48526136;Transporte Público;0:25:00;6358,71;Buscar/dejar alguien;Otros;48;Femenino;120000;Cesante
101186;1;2;30,48526136;Transporte Público;0:20:00;6358,71;Volver a casa;Otros;48;Femenino;120000;Cesante
101186;2;1;51,4948159;Transporte Público;0:15:00;5346,91;Al Estudio;Estudio;22;Masculino;0;Estudiante
101186;2;2;51,4948159;Transporte Público;0:20:00;5346,91;Volver a casa;Estudio;22;Masculino;0;Estudiante
101186;3;1;39,77782838;Transporte Público;0:20:00;6358,71;Al Estudio;Estudio;12;Masculino;0;Estudiante
101186;3;2;39,77782838;Transporte Público;0:20:00;6358,71;Volver a casa;Estudio;12;Masculino;0;Estudiante
101201;1;1;13,0781228;Transporte Público;0:30:00;11642,44;Al Trabajo;Trabajo;40;Femenino;120000;Empleado (excepto F.F.A.A)
101201;1;2;13,0781228;Transporte Público;0:30:00;11642,44;Volver a casa;Trabajo;40;Femenino;120000;Empleado (excepto F.F.A.A)
101201;2;1;20,47284962;Transporte Público;1:00:00;11303,53;Al Estudio;Estudio;19;Femenino;0;Estudiante
101201;2;2;20,47284962;Transporte Público;1:00:00;11303,53;Volver a casa;Estudio;19;Femenino;0;Estudiante
101201;3;1;19,69419605;Caminata;0:05:00;1033,15;Al Estudio;Estudio;16;Femenino;0;Estudiante
101201;3;2;19,69419605;Caminata;0:05:00;1033,15;Volver a casa;Estudio;16;Femenino;0;Estudiante
101201;4;1;20,47284962;Caminata;0:05:00;1033,15;Al Estudio;Estudio;18;Femenino;0;Estudiante
101201;4;2;20,47284962;Caminata;0:05:00;1033,15;Volver a casa;Estudio;18;Femenino;0;Estudiante
101201;6;1;20,47284962;Transporte Público;0:45:00;3305,37;Al Estudio;Estudio;19;Femenino;0;Estudiante
101201;6;2;20,47284962;Transporte Público;0:45:00;3305,37;Volver a casa;Estudio;19;Femenino;0;Estudiante
101201;7;1;168,4619341;Transporte Privado;1:00:00;3224,21;Al Trabajo;Trabajo;19;Masculino;205000;Obrero
101201;7;2;168,4619341;Transporte Privado;0:30:00;3224,21;Volver a casa;Trabajo;19;Masculino;205000;Obrero
101228;2;1;36,49252427;Transporte Público;0:35:00;8958,4;Al Trabajo;Trabajo;62;Masculino;205000;Trabajador Ocasional
101228;2;2;36,49252427;Transporte Público;0:35:00;8958,4;Volver a casa;Trabajo;62;Masculino;205000;Trabajador Ocasional
101228;4;1;67,30643678;Transporte Público;0:40:00;12846,89;Al Trabajo;Trabajo;43;Femenino;205000;Empleado (excepto F.F.A.A)
101228;4;2;67,30643678;Transporte Público;0:40:00;12846,89;Volver a casa;Trabajo;43;Femenino;205000;Empleado (excepto F.F.A.A)
101228;5;1;17,26388975;Caminata;0:05:00;1033,15;Al Trabajo;Trabajo;37;Femenino;120000;Empleado (excepto F.F.A.A)
101228;5;2;17,26388975;Caminata;0:30:00;12911,99;Volver a casa;Trabajo;37;Femenino;120000;Empleado (excepto F.F.A.A)
101228;6;1;25,99749478;Caminata;0:35:00;5076,07;Buscar/dejar alguien;Otros;15;Femenino;0;Estudiante
101228;6;2;25,99749478;Caminata;0:30:00;6826,03;Volver a casa;Otros;15;Femenino;0;Estudiante
101228;6;3;25,99749478;Caminata;0:15:00;12911,99;Buscar/dejar alguien;Otros;15;Femenino;0;Estudiante
101228;6;4;25,99749478;Caminata;0:20:00;12911,99;Volver a casa;Otros;15;Femenino;0;Estudiante
101231;1;1;5,664369674;Transporte Público;0:30:00;12854,81;Volver a casa;Trabajo;52;Masculino;120000;Empleado (excepto F.F.A.A)
101231;1;2;5,664369674;Transporte Público;0:30:00;12854,81;Al Trabajo;Trabajo;52;Masculino;120000;Empleado (excepto F.F.A.A)
101231;2;1;11,53227098;Caminata;0:30:00;6127,16;Al Trabajo;Trabajo;48;Femenino;120000;Trabajador de Cuenta Propia
101231;2;2;11,53227098;Caminata;0:30:00;7260,44;Volver a casa;Trabajo;48;Femenino;120000;Trabajador de Cuenta Propia
101231;3;1;38,10248182;Transporte Público;0:30:00;15642,38;Al Estudio;Estudio;21;Masculino;0;Estudiante
101231;3;2;38,10248182;Transporte Público;0:30:00;15642,38;Volver a casa;Estudio;21;Masculino;0;Estudiante
101231;4;1;15,80706107;Transporte Público;0:30:00;9999,14;Al Trabajo;Trabajo;35;Masculino;205000;Empleado (excepto F.F.A.A)
101231;4;2;15,80706107;Transporte Público;0:30:00;9999,14;Volver a casa;Trabajo;35;Masculino;205000;Empleado (excepto F.F.A.A)
101289;1;1;46,33704064;Transporte Privado;0:10:00;5055,81;Por Trabajo;Trabajo;26;Masculino;0;Cesante
101289;1;2;46,33704064;Transporte Privado;0:10:00;5055,81;Volver a casa;Trabajo;26;Masculino;0;Cesante
101289;2;1;24,71680234;Caminata;0:05:00;0;Buscar/dejar alguien;Otros;21;Femenino;0;Duena de Casa
101289;2;2;24,71680234;Caminata;0:05:00;0;Volver a casa;Otros;21;Femenino;0;Duena de Casa
101289;2;3;24,71680234;Caminata;0:05:00;0;Buscar/dejar alguien;Otros;21;Femenino;0;Duena de Casa
101289;2;4;24,71680234;Caminata;0:05:00;0;Volver a casa;Otros;21;Femenino;0;Duena de Casa
101289;3;1;127,4242264;Caminata;0:05:00;0;Al Estudio;Estudio;3;Masculino;0;Estudiante
101289;3;2;127,4242264;Caminata;0:05:00;0;Volver a casa;Estudio;3;Masculino;0;Estudiante
101290;1;1;79,74106637;Transporte Público;0:40:00;5055,81;Al Estudio;Estudio;21;Masculino;0;Estudiante
101290;1;2;79,74106637;Transporte Público;0:50:00;5055,81;Volver a casa;Estudio;21;Masculino;0;Estudiante
101290;2;1;25,25302776;Transporte Público;0:30:00;2369,96;Al Estudio;Estudio;12;Masculino;0;Estudiante
101290;2;2;25,25302776;Transporte Público;0:20:00;2369,96;Volver a casa;Estudio;12;Masculino;0;Estudiante
101290;3;1;25,25302776;Transporte Público;0:30:00;2369,96;Al Estudio;Estudio;8;Masculino;0;Estudiante
101290;3;2;25,25302776;Transporte Público;0:20:00;2369,96;Volver a casa;Estudio;8;Masculino;0;Estudiante
101290;4;1;37,00605009;Transporte Público;0:30:00;1311,81;Al Trabajo;Trabajo;43;Masculino;120000;Trabajador de Cuenta Propia
101290;4;2;37,00605009;Transporte Público;0:30:00;1311,81;Volver a casa;Trabajo;43;Masculino;120000;Trabajador de Cuenta Propia
101291;1;1;18,87768461;Caminata;1:00:00;11857,6;Al Estudio;Estudio;15;Masculino;0;Estudiante
101291;1;2;18,87768461;Caminata;1:00:00;911,93;Volver a casa;Estudio;15;Masculino;0;Estudiante
101291;2;1;38,29976055;Transporte Público;0:45:00;1311,81;Al Estudio;Estudio;10;Femenino;0;Estudiante
101291;2;2;38,29976055;Transporte Público;0:50:00;1311,81;Volver a casa;Estudio;10;Femenino;0;Estudiante
101291;4;1;37,72592223;Transporte Público;0:45:00;1311,81;Buscar/dejar alguien;Otros;46;Femenino;0;Cesante
101291;4;2;37,72592223;Transporte Público;0:25:00;1311,81;Volver a casa;Otros;46;Femenino;0;Cesante
101291;4;3;37,72592223;Transporte Público;0:40:00;1311,81;Buscar/dejar alguien;Otros;46;Femenino;0;Cesante
101291;4;4;37,72592223;Transporte Público;0:50:00;1311,81;Volver a casa;Otros;46;Femenino;0;Cesante
101300;1;1;41,02195959;Caminata;0:05:00;0;Buscar/dejar alguien;Otros;40;Femenino;0;Duena de Casa
101300;1;2;41,02195959;Caminata;0:05:00;0;Volver a casa;Otros;40;Femenino;0;Duena de Casa
101300;1;3;41,02195959;Caminata;0:05:00;0;Buscar/dejar alguien;Otros;40;Femenino;0;Duena de Casa
101300;1;4;41,02195959;Caminata;0:05:00;0;Volver a casa;Otros;40;Femenino;0;Duena de Casa
101300;2;1;40,40162835;Transporte Público;0:30:00;1311,81;Al Trabajo;Trabajo;41;Masculino;205000;Trabajador de Cuenta Propia
101300;2;2;40,40162835;Transporte Público;0:35:00;1311,81;Volver a casa;Trabajo;41;Masculino;205000;Trabajador de Cuenta Propia
101300;3;1;30,98018275;Transporte Público;0:30:00;11857,6;Al Estudio;Estudio;18;Femenino;0;Estudiante
101300;3;2;30,98018275;Transporte Público;0:30:00;11857,6;Volver a casa;Estudio;18;Femenino;0;Estudiante
