"ID","walkshed.text"
31,"{""type"":""Polygon"",""coordinates"":[[[-73.2135,-39.833],[-73.2135,-39.8323],[-73.2132,-39.8282],[-73.2123,-39.8245],[-73.2083,-39.8235],[-73.208,-39.8235],[-73.2048,-39.8241],[-73.2046,-39.8254],[-73.2022,-39.8292],[-73.2018,-39.8295],[-73.2001,-39.83],[-73.197,-39.8313],[-73.1988,-39.8337],[-73.1985,-39.8362],[-73.1985,-39.8368],[-73.1994,-39.8397],[-73.2,-39.8401],[-73.2004,-39.84],[-73.2029,-39.8395],[-73.2054,-39.8392],[-73.2061,-39.8392],[-73.2079,-39.8389],[-73.2086,-39.8387],[-73.21,-39.8382],[-73.2111,-39.8356],[-73.213,-39.8338],[-73.2135,-39.833]]]}"
32,"{""type"":""Polygon"",""coordinates"":[[[-73.2387,-39.824],[-73.2385,-39.8228],[-73.2383,-39.8226],[-73.2375,-39.823],[-73.2356,-39.8229],[-73.2352,-39.8185],[-73.2347,-39.8168],[-73.2324,-39.8165],[-73.231,-39.8176],[-73.2271,-39.817],[-73.2266,-39.8166],[-73.2263,-39.8166],[-73.2279,-39.8213],[-73.2247,-39.8238],[-73.2242,-39.8239],[-73.2235,-39.8239],[-73.223,-39.8239],[-73.2228,-39.8239],[-73.2214,-39.8239],[-73.2212,-39.8239],[-73.221,-39.8239],[-73.2209,-39.824],[-73.2162,-39.8239],[-73.2152,-39.8223],[-73.2152,-39.8223],[-73.2151,-39.8222],[-73.2141,-39.8233],[-73.2138,-39.8238],[-73.2144,-39.8275],[-73.2144,-39.8276],[-73.215,-39.829],[-73.2161,-39.8329],[-73.2204,-39.8343],[-73.2214,-39.8338],[-73.226,-39.8329],[-73.2269,-39.8335],[-73.2274,-39.8338],[-73.2287,-39.8334],[-73.2292,-39.8332],[-73.23,-39.8327],[-73.2334,-39.8296],[-73.2341,-39.8296],[-73.2348,-39.8294],[-73.2374,-39.8287],[-73.2374,-39.8287],[-73.2387,-39.824]]]}"
33,"{""type"":""Polygon"",""coordinates"":[[[-73.2163,-39.8408],[-73.2157,-39.8391],[-73.2152,-39.8356],[-73.2152,-39.8336],[-73.2113,-39.831],[-73.2109,-39.8307],[-73.2098,-39.8304],[-73.209,-39.8303],[-73.2083,-39.8303],[-73.2069,-39.8302],[-73.203,-39.8297],[-73.2025,-39.8298],[-73.2018,-39.83],[-73.1995,-39.8311],[-73.1988,-39.8317],[-73.1985,-39.8362],[-73.1985,-39.8368],[-73.1994,-39.8397],[-73.2002,-39.8402],[-73.2006,-39.8405],[-73.201,-39.8407],[-73.201,-39.8455],[-73.2004,-39.8459],[-73.1996,-39.8465],[-73.2011,-39.8464],[-73.2049,-39.8463],[-73.2086,-39.846],[-73.2101,-39.846],[-73.2104,-39.846],[-73.2108,-39.8452],[-73.2124,-39.8422],[-73.2149,-39.8415],[-73.2156,-39.8412],[-73.2163,-39.8408],[-73.2163,-39.8408]]]}"
34,"{""type"":""Polygon"",""coordinates"":[[[-73.2514,-39.8251],[-73.2504,-39.8225],[-73.2496,-39.818],[-73.2489,-39.8158],[-73.2484,-39.8116],[-73.2468,-39.8108],[-73.2452,-39.8101],[-73.2446,-39.8107],[-73.2444,-39.8109],[-73.2428,-39.8128],[-73.2403,-39.8152],[-73.2375,-39.8177],[-73.2374,-39.8222],[-73.237,-39.8231],[-73.2391,-39.8245],[-73.2428,-39.827],[-73.2461,-39.8286],[-73.2469,-39.8289],[-73.2507,-39.8296],[-73.2514,-39.8274],[-73.2514,-39.8251]]]}"
35,"{""type"":""Polygon"",""coordinates"":[[[-73.2458,-39.8152],[-73.2455,-39.8142],[-73.242,-39.8108],[-73.2413,-39.8108],[-73.24,-39.8108],[-73.24,-39.8108],[-73.2396,-39.8111],[-73.2384,-39.8118],[-73.238,-39.8121],[-73.2365,-39.8132],[-73.2356,-39.814],[-73.2342,-39.8151],[-73.231,-39.8176],[-73.2291,-39.8151],[-73.2291,-39.8146],[-73.2291,-39.8141],[-73.2291,-39.8131],[-73.2265,-39.8132],[-73.2221,-39.8134],[-73.2226,-39.8153],[-73.2259,-39.8163],[-73.2274,-39.8176],[-73.2279,-39.8213],[-73.2247,-39.8238],[-73.2242,-39.8239],[-73.2235,-39.8239],[-73.2232,-39.8239],[-73.2232,-39.8247],[-73.2242,-39.8265],[-73.2258,-39.8269],[-73.2304,-39.8267],[-73.2326,-39.8267],[-73.2361,-39.8271],[-73.2367,-39.8268],[-73.237,-39.8265],[-73.2374,-39.826],[-73.2389,-39.824],[-73.2399,-39.8225],[-73.2433,-39.8195],[-73.2453,-39.8183],[-73.2455,-39.8181],[-73.2458,-39.8152]]]}"
36,"{""type"":""Polygon"",""coordinates"":[[[-73.2483,-39.843],[-73.2479,-39.8403],[-73.2455,-39.8392],[-73.2411,-39.8407],[-73.241,-39.8407],[-73.2397,-39.8409],[-73.2358,-39.8379],[-73.2357,-39.8373],[-73.2342,-39.8362],[-73.2335,-39.8366],[-73.2321,-39.8378],[-73.2319,-39.8379],[-73.2278,-39.8408],[-73.2267,-39.8413],[-73.2253,-39.8419],[-73.2238,-39.8425],[-73.2226,-39.8437],[-73.2247,-39.8457],[-73.2248,-39.8457],[-73.2266,-39.8465],[-73.227,-39.8466],[-73.2302,-39.8503],[-73.2304,-39.8515],[-73.2323,-39.852],[-73.2338,-39.8507],[-73.234,-39.8506],[-73.234,-39.8504],[-73.234,-39.8501],[-73.2339,-39.8497],[-73.2337,-39.8484],[-73.2368,-39.8452],[-73.2379,-39.8454],[-73.2396,-39.8457],[-73.2405,-39.8456],[-73.2411,-39.8455],[-73.243,-39.8455],[-73.2432,-39.8454],[-73.2477,-39.844],[-73.2483,-39.843]]]}"
37,"{""type"":""Polygon"",""coordinates"":[[[-73.2426,-39.8372],[-73.2422,-39.8381],[-73.2417,-39.8386],[-73.2408,-39.8388],[-73.2363,-39.8403],[-73.2348,-39.8445],[-73.2347,-39.8447],[-73.2319,-39.846],[-73.2317,-39.8461],[-73.2291,-39.8444],[-73.2257,-39.8449],[-73.2236,-39.8435],[-73.2215,-39.8408],[-73.2204,-39.8396],[-73.2186,-39.8376],[-73.2184,-39.8369],[-73.2182,-39.8355],[-73.2223,-39.8339],[-73.2228,-39.8336],[-73.2271,-39.8312],[-73.2275,-39.8308],[-73.2287,-39.8302],[-73.2301,-39.8308],[-73.2343,-39.8298],[-73.2345,-39.8297],[-73.2347,-39.8296],[-73.2383,-39.8311],[-73.2414,-39.8326],[-73.2422,-39.8345],[-73.2426,-39.8372]]]}"
38,"{""type"":""Polygon"",""coordinates"":[[[-73.2625,-39.8631],[-73.2615,-39.8619],[-73.2613,-39.8616],[-73.2608,-39.8609],[-73.259,-39.8577],[-73.2587,-39.857],[-73.2578,-39.8549],[-73.2575,-39.8545],[-73.2549,-39.8522],[-73.2511,-39.8514],[-73.2508,-39.8513],[-73.2495,-39.8511],[-73.2498,-39.8493],[-73.2504,-39.8466],[-73.2513,-39.8452],[-73.2561,-39.8446],[-73.2561,-39.8447],[-73.2556,-39.8457],[-73.2566,-39.8499],[-73.2587,-39.8534],[-73.2587,-39.8535],[-73.2625,-39.8631]]]}"
39,"{""type"":""Polygon"",""coordinates"":[[[-73.2195,-39.8413],[-73.2195,-39.8411],[-73.2187,-39.8396],[-73.2176,-39.835],[-73.2176,-39.8345],[-73.2175,-39.8319],[-73.2162,-39.832],[-73.2133,-39.8321],[-73.2105,-39.8313],[-73.209,-39.8311],[-73.2079,-39.8311],[-73.2074,-39.8312],[-73.2031,-39.8325],[-73.202,-39.8328],[-73.1985,-39.8362],[-73.1985,-39.8368],[-73.1994,-39.8397],[-73.2002,-39.8402],[-73.2006,-39.8405],[-73.201,-39.8407],[-73.201,-39.8455],[-73.2004,-39.8459],[-73.198,-39.8478],[-73.198,-39.8479],[-73.198,-39.8479],[-73.2031,-39.8477],[-73.2068,-39.8476],[-73.2087,-39.8476],[-73.2116,-39.8474],[-73.2149,-39.8445],[-73.2168,-39.8432],[-73.2195,-39.8413]]]}"
40,"{""type"":""Polygon"",""coordinates"":[[[-73.2514,-39.8274],[-73.2508,-39.8298],[-73.2506,-39.8332],[-73.248,-39.8338],[-73.2463,-39.8373],[-73.246,-39.8374],[-73.2418,-39.8379],[-73.2407,-39.838],[-73.2362,-39.839],[-73.2336,-39.8385],[-73.233,-39.838],[-73.2327,-39.8377],[-73.2301,-39.8353],[-73.2283,-39.8325],[-73.2281,-39.8299],[-73.2288,-39.825],[-73.2286,-39.8248],[-73.23,-39.8241],[-73.2337,-39.8219],[-73.2375,-39.8222],[-73.2389,-39.8216],[-73.2415,-39.8207],[-73.2432,-39.8222],[-73.2468,-39.8243],[-73.2503,-39.8256],[-73.2514,-39.8274]]]}"
41,"{""type"":""Polygon"",""coordinates"":[[[-73.2196,-39.8072],[-73.2187,-39.8038],[-73.2195,-39.8015],[-73.2174,-39.8003],[-73.2155,-39.7984],[-73.2145,-39.7977],[-73.2141,-39.7975],[-73.2135,-39.8024],[-73.2133,-39.8034],[-73.2129,-39.8064],[-73.2149,-39.8087],[-73.2167,-39.8094],[-73.2181,-39.8099],[-73.2195,-39.8077],[-73.2196,-39.8072]]]}"
42,"{""type"":""Polygon"",""coordinates"":[[[-73.2342,-39.8247],[-73.2341,-39.8234],[-73.2328,-39.8222],[-73.231,-39.819],[-73.2301,-39.8183],[-73.2298,-39.8186],[-73.2289,-39.8197],[-73.2287,-39.82],[-73.2284,-39.8204],[-73.228,-39.8209],[-73.2279,-39.8211],[-73.2242,-39.8239],[-73.2235,-39.8239],[-73.223,-39.8239],[-73.2228,-39.8239],[-73.2214,-39.8239],[-73.2212,-39.8239],[-73.221,-39.8239],[-73.2209,-39.824],[-73.2162,-39.8239],[-73.2152,-39.8223],[-73.2152,-39.8223],[-73.2129,-39.8203],[-73.2117,-39.8234],[-73.211,-39.825],[-73.2116,-39.827],[-73.2122,-39.8288],[-73.2131,-39.8306],[-73.2147,-39.8341],[-73.2159,-39.834],[-73.22,-39.8351],[-73.2203,-39.8352],[-73.222,-39.8343],[-73.2226,-39.834],[-73.2243,-39.8329],[-73.2282,-39.8328],[-73.2286,-39.8325],[-73.231,-39.8295],[-73.2336,-39.8263],[-73.2342,-39.8247]]]}"
43,"{""type"":""Polygon"",""coordinates"":[[[-73.2331,-39.8377],[-73.2322,-39.833],[-73.232,-39.8327],[-73.2302,-39.8298],[-73.23,-39.8296],[-73.2273,-39.8286],[-73.2253,-39.8273],[-73.2239,-39.8268],[-73.2213,-39.8274],[-73.221,-39.8275],[-73.2195,-39.8291],[-73.2191,-39.8305],[-73.2148,-39.8308],[-73.2145,-39.8308],[-73.2128,-39.8309],[-73.2123,-39.8309],[-73.2115,-39.8311],[-73.2108,-39.8339],[-73.2119,-39.8382],[-73.2139,-39.8405],[-73.2154,-39.8425],[-73.2162,-39.8433],[-73.2171,-39.8439],[-73.2203,-39.8439],[-73.2247,-39.8436],[-73.2254,-39.8433],[-73.2291,-39.8408],[-73.2309,-39.8399],[-73.2311,-39.8397],[-73.233,-39.8378],[-73.2331,-39.8377]]]}"
44,"{""type"":""Polygon"",""coordinates"":[[[-73.2346,-39.8446],[-73.2346,-39.8446],[-73.2337,-39.8458],[-73.2334,-39.8459],[-73.2331,-39.8461],[-73.2318,-39.8467],[-73.2303,-39.8503],[-73.2292,-39.8517],[-73.2283,-39.8524],[-73.2258,-39.8528],[-73.2235,-39.8526],[-73.221,-39.8521],[-73.2194,-39.8518],[-73.2181,-39.85],[-73.2181,-39.85],[-73.218,-39.8499],[-73.218,-39.8499],[-73.2169,-39.8486],[-73.2127,-39.8495],[-73.2116,-39.8508],[-73.2115,-39.8509],[-73.2096,-39.849],[-73.2095,-39.8488],[-73.2099,-39.8462],[-73.2099,-39.8419],[-73.21,-39.8412],[-73.2115,-39.8393],[-73.2134,-39.8384],[-73.2157,-39.8374],[-73.2184,-39.8364],[-73.2226,-39.8358],[-73.2253,-39.8368],[-73.2279,-39.8366],[-73.2298,-39.8391],[-73.2318,-39.8415],[-73.2346,-39.8446]]]}"
45,"{""type"":""Polygon"",""coordinates"":[[[-73.2304,-39.8504],[-73.2302,-39.8503],[-73.2299,-39.8502],[-73.2295,-39.8501],[-73.2295,-39.8501],[-73.2289,-39.85],[-73.2283,-39.8501],[-73.2278,-39.8501],[-73.2267,-39.85],[-73.2257,-39.8456],[-73.2272,-39.845],[-73.2279,-39.8449],[-73.2284,-39.8446],[-73.2288,-39.8445],[-73.2276,-39.8428],[-73.227,-39.842],[-73.2261,-39.841],[-73.2256,-39.8409],[-73.2211,-39.8389],[-73.2188,-39.8373],[-73.2179,-39.8377],[-73.2143,-39.8392],[-73.2114,-39.8409],[-73.2102,-39.8416],[-73.2088,-39.8455],[-73.2081,-39.8484],[-73.2082,-39.8486],[-73.2117,-39.8521],[-73.2124,-39.8515],[-73.2138,-39.8501],[-73.2181,-39.85],[-73.2191,-39.8516],[-73.2207,-39.8555],[-73.2207,-39.8556],[-73.221,-39.856],[-73.222,-39.8541],[-73.2269,-39.8535],[-73.2284,-39.8549],[-73.2288,-39.8554],[-73.229,-39.8546],[-73.2304,-39.8504]]]}"
