"ID","walkshed.text"
31,"{""type"":""Polygon"",""coordinates"":[[[-73.0647,-36.8273],[-73.0618,-36.8285],[-73.0581,-36.831],[-73.0575,-36.8307],[-73.0575,-36.8307],[-73.0537,-36.8304],[-73.0511,-36.8319],[-73.0466,-36.8315],[-73.0436,-36.8288],[-73.0435,-36.8239,0.0],[-73.0428,-36.8224,0.0],[-73.0426,-36.8219,0.0],[-73.0421,-36.8205],[-73.0419,-36.819],[-73.0447,-36.8164,0.0],[-73.047,-36.8158,0.0],[-73.0488,-36.8154],[-73.0534,-36.8139,0.0],[-73.0581,-36.813,0.0],[-73.0585,-36.8129],[-73.06,-36.8155],[-73.0606,-36.8168,0.0],[-73.0612,-36.8185],[-73.0635,-36.8225,0.0],[-73.0636,-36.823,0.0],[-73.0647,-36.8273]]]}"
32,"{""type"":""Polygon"",""coordinates"":[[[-73.0498,-36.8237,0.0],[-73.0456,-36.8255],[-73.0456,-36.8256],[-73.0455,-36.8256],[-73.0455,-36.8256],[-73.0455,-36.8256],[-73.0454,-36.8256],[-73.0453,-36.8256],[-73.0453,-36.8256],[-73.0452,-36.8256],[-73.0424,-36.8257],[-73.0402,-36.8273],[-73.0399,-36.8274,0.0],[-73.0378,-36.8278],[-73.0362,-36.8282],[-73.0357,-36.8277],[-73.0315,-36.8258],[-73.0299,-36.8244],[-73.0299,-36.8238],[-73.0309,-36.8216],[-73.0304,-36.8179],[-73.0271,-36.8177],[-73.0259,-36.8175],[-73.0257,-36.8175],[-73.0257,-36.8164],[-73.026,-36.8163],[-73.0262,-36.8162,0.0],[-73.0281,-36.8155],[-73.03,-36.8129,0.0],[-73.0302,-36.8116,0.0],[-73.0348,-36.81,0.0],[-73.0397,-36.8099],[-73.0413,-36.8097],[-73.0436,-36.8103],[-73.044,-36.8105],[-73.0461,-36.8145],[-73.0487,-36.8181],[-73.0493,-36.8222],[-73.0498,-36.8237,0.0]]]}"
33,"{""type"":""Polygon"",""coordinates"":[[[-73.0434,-36.8057,0.0],[-73.0415,-36.8011],[-73.0415,-36.801],[-73.0414,-36.8009],[-73.0408,-36.8002],[-73.0403,-36.7997],[-73.0388,-36.7969],[-73.0385,-36.7947],[-73.0385,-36.794],[-73.0385,-36.7936],[-73.0385,-36.7923],[-73.0383,-36.7921],[-73.0374,-36.7917,0.0],[-73.0363,-36.7917],[-73.0334,-36.7932],[-73.0331,-36.7936],[-73.0311,-36.7953],[-73.0307,-36.7962],[-73.0259,-36.797,0.0],[-73.0257,-36.7979,0.0],[-73.0276,-36.8017],[-73.0299,-36.8033,0.0],[-73.0313,-36.804,0.0],[-73.0351,-36.8044],[-73.039,-36.8052],[-73.0406,-36.8066],[-73.0419,-36.8069],[-73.0428,-36.8063],[-73.0434,-36.8057,0.0]]]}"
34,"{""type"":""Polygon"",""coordinates"":[[[-73.0571,-36.8103,0.0],[-73.0566,-36.811],[-73.0564,-36.8114],[-73.0563,-36.8115],[-73.0562,-36.8116],[-73.0557,-36.8117],[-73.0519,-36.8132],[-73.0477,-36.8142],[-73.0476,-36.8138],[-73.0475,-36.8135],[-73.0439,-36.8102],[-73.0423,-36.8104],[-73.0417,-36.8106],[-73.0412,-36.8108],[-73.0399,-36.8109],[-73.0372,-36.8096],[-73.037,-36.8088],[-73.037,-36.8085],[-73.0367,-36.807],[-73.0362,-36.804],[-73.0352,-36.8009,0.0],[-73.0378,-36.8,0.0],[-73.04,-36.7995],[-73.0401,-36.7995],[-73.0438,-36.8006],[-73.0439,-36.8006],[-73.0448,-36.8009],[-73.0488,-36.7983],[-73.0517,-36.7996],[-73.0519,-36.7998],[-73.0549,-36.8038],[-73.0551,-36.8041],[-73.0564,-36.8086],[-73.0571,-36.8103,0.0]]]}"
35,"{""type"":""Polygon"",""coordinates"":[[[-73.1502,-36.8408],[-73.1498,-36.8454],[-73.1495,-36.8499],[-73.1478,-36.8519],[-73.1465,-36.8533],[-73.1462,-36.8536],[-73.1422,-36.8536],[-73.1392,-36.8521],[-73.1366,-36.8509],[-73.136,-36.8505],[-73.1356,-36.8502],[-73.1315,-36.8475],[-73.1305,-36.8453],[-73.1305,-36.8452],[-73.1304,-36.845],[-73.1323,-36.8412],[-73.1363,-36.8392],[-73.1382,-36.838],[-73.1408,-36.8364],[-73.1449,-36.8368],[-73.147,-36.8375],[-73.1476,-36.838],[-73.1501,-36.8404],[-73.1502,-36.8408]]]}"
36,"{""type"":""Polygon"",""coordinates"":[[[-73.1118,-36.7811,0.0],[-73.1117,-36.7813,0.0],[-73.1108,-36.7842,0.0],[-73.1103,-36.785],[-73.1068,-36.7884],[-73.1033,-36.7913,0.0],[-73.1016,-36.7915],[-73.0985,-36.7895],[-73.095,-36.7868],[-73.0954,-36.7855,0.0],[-73.0954,-36.7846,0.0],[-73.0916,-36.7816,0.0],[-73.0913,-36.7817,0.0],[-73.0912,-36.7817,0.0],[-73.0912,-36.7817,0.0],[-73.0912,-36.7817],[-73.0912,-36.7817,0.0],[-73.0911,-36.7817],[-73.0932,-36.7781,0.0],[-73.0947,-36.7768],[-73.0952,-36.7767],[-73.096,-36.7765],[-73.0971,-36.7763],[-73.0977,-36.7761],[-73.0979,-36.7761],[-73.1,-36.7764],[-73.1049,-36.7769],[-73.109,-36.7774],[-73.1098,-36.7777],[-73.1118,-36.7811,0.0]]]}"
37,"{""type"":""Polygon"",""coordinates"":[[[-73.1006,-36.7744],[-73.099,-36.7791],[-73.0988,-36.7797,0.0],[-73.0971,-36.7819],[-73.0967,-36.7823,0.0],[-73.0966,-36.7823,0.0],[-73.0953,-36.7818],[-73.0911,-36.7818,0.0],[-73.0904,-36.7818],[-73.0895,-36.782],[-73.087,-36.7857,0.0],[-73.087,-36.7857,0.0],[-73.087,-36.7857,0.0],[-73.087,-36.7857],[-73.087,-36.7857,0.0],[-73.087,-36.7858,0.0],[-73.0869,-36.7857,0.0],[-73.0844,-36.7836],[-73.0809,-36.7804],[-73.0808,-36.7793],[-73.0805,-36.7745,0.0],[-73.0826,-36.7717,0.0],[-73.0836,-36.7702],[-73.084,-36.7697],[-73.0865,-36.7674,0.0],[-73.09,-36.7707],[-73.0901,-36.771],[-73.0906,-36.7716],[-73.0906,-36.7719],[-73.0918,-36.7745],[-73.0935,-36.7755],[-73.0974,-36.7739],[-73.0979,-36.7738],[-73.0996,-36.7742],[-73.1002,-36.7744],[-73.1006,-36.7744]]]}"
38,"{""type"":""Polygon"",""coordinates"":[[[-73.0967,-36.7764],[-73.0948,-36.7806],[-73.094,-36.7808],[-73.0929,-36.7811],[-73.0927,-36.7812],[-73.0915,-36.7816,0.0],[-73.0911,-36.7817],[-73.0911,-36.7817],[-73.0909,-36.7817],[-73.0904,-36.7818,0.0],[-73.0895,-36.782,0.0],[-73.087,-36.7856],[-73.087,-36.7857,0.0],[-73.087,-36.7857,0.0],[-73.087,-36.7857,0.0],[-73.087,-36.7857,0.0],[-73.087,-36.7857,0.0],[-73.0854,-36.7876],[-73.0842,-36.7867],[-73.0801,-36.7842],[-73.0797,-36.783],[-73.0808,-36.7793],[-73.0808,-36.7781],[-73.0805,-36.7745,0.0],[-73.0824,-36.7719],[-73.0825,-36.7671],[-73.0867,-36.7668,0.0],[-73.0896,-36.7706],[-73.09,-36.7707],[-73.0906,-36.7716],[-73.0906,-36.7719],[-73.0935,-36.7755],[-73.0967,-36.7764]]]}"
39,"{""type"":""Polygon"",""coordinates"":[[[-73.1112,-36.7852,0.0],[-73.1111,-36.7831],[-73.1079,-36.7804],[-73.1072,-36.7795],[-73.1071,-36.7794],[-73.1067,-36.7791],[-73.106,-36.7786,0.0],[-73.1052,-36.7782],[-73.105,-36.7782],[-73.1046,-36.7783],[-73.0998,-36.7774],[-73.0972,-36.7765],[-73.0967,-36.7763],[-73.0924,-36.7769],[-73.0905,-36.7792],[-73.089,-36.7822],[-73.089,-36.7822],[-73.091,-36.7867],[-73.0898,-36.7892],[-73.0913,-36.7905],[-73.0939,-36.793,0.0],[-73.0969,-36.7941,0.0],[-73.1015,-36.793,0.0],[-73.1038,-36.7919,0.0],[-73.1072,-36.789],[-73.1089,-36.7867,0.0],[-73.1112,-36.7852,0.0]]]}"
40,"{""type"":""Polygon"",""coordinates"":[[[-73.1211,-36.7871],[-73.118,-36.7833],[-73.1177,-36.7821],[-73.1174,-36.7817],[-73.1158,-36.7793],[-73.1158,-36.7768],[-73.1157,-36.7762],[-73.1157,-36.7762],[-73.1156,-36.7762],[-73.1135,-36.7772],[-73.1106,-36.7801],[-73.1093,-36.7807,0.0],[-73.1066,-36.7835],[-73.1052,-36.7847,0.0],[-73.1059,-36.7856],[-73.1067,-36.7867,0.0],[-73.1089,-36.7905,0.0],[-73.1094,-36.7914],[-73.1117,-36.792],[-73.1157,-36.793],[-73.1185,-36.7923],[-73.1186,-36.7911],[-73.1211,-36.7871]]]}"
41,"{""type"":""Polygon"",""coordinates"":[[[-73.1137,-36.7909],[-73.1131,-36.7892],[-73.1125,-36.7854],[-73.1103,-36.7836],[-73.1086,-36.7826],[-73.1058,-36.7801],[-73.1046,-36.78],[-73.103,-36.7799,0.0],[-73.0995,-36.7819,0.0],[-73.0967,-36.7853,0.0],[-73.096,-36.7859],[-73.0954,-36.7864],[-73.0945,-36.7872],[-73.0944,-36.7877],[-73.0944,-36.7881],[-73.0944,-36.7882],[-73.0944,-36.7885],[-73.0944,-36.7886],[-73.0944,-36.7887],[-73.0944,-36.7892],[-73.0944,-36.7894],[-73.0944,-36.7896],[-73.095,-36.79],[-73.0959,-36.7907,0.0],[-73.0976,-36.7946],[-73.0989,-36.7957,0.0],[-73.0989,-36.7957,0.0],[-73.0989,-36.7958,0.0],[-73.099,-36.7958,0.0],[-73.099,-36.7958,0.0],[-73.099,-36.7958,0.0],[-73.099,-36.7958,0.0],[-73.0992,-36.7959,0.0],[-73.1038,-36.7968,0.0],[-73.1068,-36.7974],[-73.1073,-36.7973,0.0],[-73.1115,-36.7953],[-73.1125,-36.7941],[-73.1136,-36.7924],[-73.1137,-36.7909]]]}"
42,"{""type"":""Polygon"",""coordinates"":[[[-73.1258,-36.7152],[-73.1244,-36.7197],[-73.1233,-36.7195,0.0],[-73.1212,-36.7187,0.0],[-73.1184,-36.7215,0.0],[-73.1183,-36.7221,0.0],[-73.1182,-36.7226,0.0],[-73.1181,-36.7229,0.0],[-73.1181,-36.723,0.0],[-73.1179,-36.7233],[-73.1179,-36.7233,0.0],[-73.1179,-36.7233,0.0],[-73.1179,-36.7233,0.0],[-73.1179,-36.7233,0.0],[-73.1179,-36.7234,0.0],[-73.1179,-36.7234,0.0],[-73.1179,-36.7234,0.0],[-73.1179,-36.7234,0.0],[-73.1179,-36.7234,0.0],[-73.1179,-36.7234,0.0],[-73.1179,-36.7235,0.0],[-73.1138,-36.7215],[-73.1101,-36.7214,0.0],[-73.1082,-36.7198],[-73.1082,-36.7197],[-73.1084,-36.719],[-73.1093,-36.7146],[-73.1117,-36.7136,0.0],[-73.1117,-36.7136],[-73.1124,-36.7132],[-73.1139,-36.7086],[-73.1139,-36.7084],[-73.1138,-36.7078],[-73.1138,-36.7076],[-73.1136,-36.705],[-73.1174,-36.7072],[-73.1191,-36.709],[-73.1222,-36.712],[-73.123,-36.7125],[-73.1241,-36.7135],[-73.1254,-36.7146,0.0],[-73.1258,-36.7152]]]}"
43,"{""type"":""Polygon"",""coordinates"":[[[-73.1265,-36.7141,0.0],[-73.1263,-36.715],[-73.1262,-36.7156],[-73.1256,-36.7203],[-73.1238,-36.7207,0.0],[-73.1212,-36.7187,0.0],[-73.1184,-36.7215,0.0],[-73.1183,-36.7221,0.0],[-73.1182,-36.7226,0.0],[-73.1181,-36.7229,0.0],[-73.1181,-36.723,0.0],[-73.1179,-36.7233,0.0],[-73.1178,-36.7236,0.0],[-73.1178,-36.7237,0.0],[-73.1176,-36.7242,0.0],[-73.1172,-36.7245,0.0],[-73.1154,-36.722],[-73.1142,-36.7211],[-73.1101,-36.7206],[-73.1088,-36.7196],[-73.1087,-36.7179],[-73.1088,-36.7176],[-73.1089,-36.7169],[-73.1094,-36.715],[-73.1109,-36.7142,0.0],[-73.1117,-36.7136,0.0],[-73.1117,-36.7136],[-73.1124,-36.7132],[-73.1139,-36.7086],[-73.1139,-36.7084],[-73.1138,-36.7078],[-73.1138,-36.7076],[-73.1138,-36.7053],[-73.1169,-36.7071],[-73.1186,-36.7091],[-73.1222,-36.712],[-73.1262,-36.7139],[-73.1265,-36.7141,0.0]]]}"
44,"{""type"":""Polygon"",""coordinates"":[[[-73.1107,-36.7414],[-73.1106,-36.7413],[-73.1098,-36.7389,0.0],[-73.1094,-36.7385,0.0],[-73.1062,-36.7363],[-73.1057,-36.7369],[-73.1047,-36.7379],[-73.103,-36.7393,0.0],[-73.0998,-36.7404],[-73.0985,-36.7418],[-73.096,-36.7456],[-73.0962,-36.7485],[-73.0964,-36.749],[-73.1013,-36.75],[-73.1052,-36.7503,0.0],[-73.1083,-36.7468],[-73.1105,-36.7448],[-73.1107,-36.7414]]]}"
45,"{""type"":""Polygon"",""coordinates"":[[[-73.102,-36.7503],[-73.1019,-36.7499],[-73.0996,-36.7461],[-73.0986,-36.7452],[-73.0983,-36.7456],[-73.0981,-36.746],[-73.0966,-36.7487],[-73.0964,-36.7489],[-73.0961,-36.7494],[-73.0944,-36.7524,0.0],[-73.0934,-36.754,0.0],[-73.0912,-36.7571],[-73.091,-36.7573],[-73.0893,-36.762],[-73.089,-36.7624],[-73.0885,-36.7633,0.0],[-73.0884,-36.7634],[-73.0879,-36.7643,0.0],[-73.0879,-36.7643,0.0],[-73.0879,-36.7643],[-73.0893,-36.7638],[-73.0936,-36.7631],[-73.097,-36.7625],[-73.0978,-36.7621],[-73.1001,-36.7581],[-73.1004,-36.7578],[-73.1006,-36.7575],[-73.1004,-36.7575],[-73.1,-36.7573],[-73.1004,-36.7523],[-73.1005,-36.7523],[-73.101,-36.7522],[-73.101,-36.7522],[-73.1015,-36.752],[-73.1016,-36.752],[-73.1018,-36.7519],[-73.1019,-36.7518],[-73.102,-36.7517],[-73.102,-36.7503]]]}"
46,"{""type"":""Polygon"",""coordinates"":[[[-73.1027,-36.7909],[-73.1026,-36.7894],[-73.102,-36.7883,0.0],[-73.0991,-36.7846],[-73.0954,-36.7829],[-73.0922,-36.7867],[-73.0916,-36.7867],[-73.091,-36.7867],[-73.087,-36.7856,0.0],[-73.0859,-36.7866],[-73.0855,-36.7904],[-73.0853,-36.7951],[-73.0853,-36.7956],[-73.0861,-36.7969,0.0],[-73.0861,-36.7969,0.0],[-73.0901,-36.7995,0.0],[-73.0938,-36.8004,0.0],[-73.0969,-36.7993],[-73.1003,-36.798],[-73.1017,-36.7965,0.0],[-73.1025,-36.794,0.0],[-73.1027,-36.7909]]]}"
47,"{""type"":""Polygon"",""coordinates"":[[[-73.0932,-36.8004],[-73.0927,-36.8013],[-73.0923,-36.8019],[-73.0899,-36.8062],[-73.0891,-36.8063],[-73.0843,-36.8055],[-73.0808,-36.8089],[-73.0777,-36.8099],[-73.0776,-36.8099],[-73.0761,-36.8098],[-73.0756,-36.8097],[-73.0755,-36.8097],[-73.0754,-36.8087],[-73.0753,-36.8066],[-73.0754,-36.8061],[-73.0794,-36.8034],[-73.0797,-36.8013],[-73.0797,-36.8007],[-73.0796,-36.8],[-73.0792,-36.7972],[-73.0782,-36.7941],[-73.0799,-36.7919,0.0],[-73.08,-36.7918],[-73.0803,-36.7918],[-73.0846,-36.7918],[-73.0871,-36.7926,0.0],[-73.0906,-36.7958,0.0],[-73.0927,-36.7997],[-73.0931,-36.8003,0.0],[-73.0932,-36.8004]]]}"
48,"{""type"":""Polygon"",""coordinates"":[[[-73.095,-36.7464,0.0],[-73.0948,-36.746],[-73.0943,-36.7451],[-73.0909,-36.7445],[-73.0883,-36.7435],[-73.0863,-36.7429],[-73.0834,-36.7433],[-73.0826,-36.7436],[-73.0825,-36.7437],[-73.0807,-36.7451],[-73.0793,-36.7493],[-73.0789,-36.7521],[-73.0816,-36.7556],[-73.083,-36.7594,0.0],[-73.0859,-36.7609],[-73.0889,-36.7601],[-73.0901,-36.759,0.0],[-73.0914,-36.7567,0.0],[-73.0916,-36.756,0.0],[-73.0923,-36.7538,0.0],[-73.0932,-36.7507,0.0],[-73.0946,-36.7478,0.0],[-73.095,-36.7464,0.0]]]}"
49,"{""type"":""Polygon"",""coordinates"":[[[-73.1219,-36.7255],[-73.1216,-36.7241],[-73.1213,-36.7233],[-73.1214,-36.7185],[-73.1186,-36.7158],[-73.1177,-36.7151,0.0],[-73.1177,-36.7151,0.0],[-73.1177,-36.7151,0.0],[-73.115,-36.7135],[-73.1135,-36.7132,0.0],[-73.1125,-36.7132],[-73.1124,-36.7132],[-73.1113,-36.7139],[-73.1105,-36.7145],[-73.1099,-36.7148],[-73.1098,-36.7149],[-73.1097,-36.715],[-73.1094,-36.7153],[-73.1094,-36.7154],[-73.1093,-36.7156],[-73.1089,-36.7165],[-73.1089,-36.7166],[-73.1089,-36.7167],[-73.1088,-36.7168],[-73.1088,-36.7172],[-73.1087,-36.7175],[-73.1085,-36.7183],[-73.1084,-36.7188],[-73.1084,-36.719],[-73.1083,-36.7195],[-73.1081,-36.7203],[-73.1081,-36.7204],[-73.1066,-36.7239],[-73.1046,-36.7249],[-73.1045,-36.7254],[-73.1048,-36.7256],[-73.1054,-36.7259],[-73.106,-36.7261],[-73.1099,-36.7292],[-73.1101,-36.7298],[-73.1116,-36.7301],[-73.1117,-36.7301],[-73.1125,-36.7293],[-73.1171,-36.728],[-73.1211,-36.7259],[-73.1219,-36.7255]]]}"
50,"{""type"":""Polygon"",""coordinates"":[[[-73.1206,-36.7371,0.0],[-73.1206,-36.7371],[-73.1203,-36.7364],[-73.1195,-36.7341,0.0],[-73.119,-36.7328,0.0],[-73.1183,-36.7308,0.0],[-73.1178,-36.7293],[-73.1177,-36.7254],[-73.1177,-36.7253],[-73.1176,-36.7253],[-73.1172,-36.7254],[-73.1159,-36.7267],[-73.1158,-36.7273],[-73.1158,-36.7274],[-73.1158,-36.7274],[-73.1151,-36.7311],[-73.1112,-36.7313],[-73.1111,-36.7313],[-73.1111,-36.7313],[-73.1085,-36.7318],[-73.1042,-36.7299],[-73.1025,-36.7279],[-73.1013,-36.7301],[-73.1034,-36.7318],[-73.1058,-36.7346,0.0],[-73.1053,-36.739],[-73.1054,-36.7399,0.0],[-73.1067,-36.7426],[-73.1068,-36.7427],[-73.1069,-36.7427],[-73.108,-36.7424],[-73.1088,-36.7421],[-73.1094,-36.7419],[-73.1099,-36.7399],[-73.1142,-36.7376,0.0],[-73.1148,-36.7378],[-73.1168,-36.7392],[-73.1181,-36.74,0.0],[-73.1191,-36.741],[-73.1192,-36.741],[-73.1197,-36.7401,0.0],[-73.1206,-36.7371,0.0]]]}"
51,"{""type"":""Polygon"",""coordinates"":[[[-73.1198,-36.6949],[-73.1197,-36.6945],[-73.1195,-36.6937],[-73.1189,-36.693],[-73.1164,-36.6904],[-73.1177,-36.6865],[-73.1178,-36.6858],[-73.1172,-36.6813],[-73.1171,-36.6809],[-73.1169,-36.6807],[-73.1159,-36.6814],[-73.1154,-36.6835],[-73.1152,-36.684],[-73.112,-36.6876],[-73.1114,-36.6878],[-73.1078,-36.6913],[-73.1075,-36.6913],[-73.1098,-36.6948],[-73.1139,-36.6954],[-73.1186,-36.6972],[-73.1198,-36.6962],[-73.1198,-36.6956],[-73.1198,-36.6949]]]}"
52,"{""type"":""Polygon"",""coordinates"":[[[-73.1013,-36.7962],[-73.1012,-36.7976],[-73.1005,-36.8016],[-73.0994,-36.8027],[-73.0971,-36.8047],[-73.0971,-36.8046],[-73.0965,-36.8039],[-73.0959,-36.8032],[-73.0917,-36.8058],[-73.0909,-36.8064],[-73.0906,-36.8066],[-73.089,-36.8064],[-73.0848,-36.8051],[-73.0836,-36.8046],[-73.0822,-36.8029],[-73.0822,-36.8029],[-73.0821,-36.8022,0.0],[-73.082,-36.8003],[-73.0821,-36.7996],[-73.0829,-36.7973,0.0],[-73.0858,-36.794],[-73.0863,-36.7909],[-73.0869,-36.7903,0.0],[-73.0889,-36.7898],[-73.0916,-36.7892],[-73.0944,-36.7896,0.0],[-73.095,-36.79,0.0],[-73.0958,-36.7907,0.0],[-73.0971,-36.7928,0.0],[-73.0997,-36.794],[-73.0998,-36.794],[-73.1007,-36.7949,0.0],[-73.1013,-36.7962]]]}"
53,"{""type"":""Polygon"",""coordinates"":[[[-73.0979,-36.7761],[-73.0977,-36.7761],[-73.0935,-36.7755],[-73.0906,-36.7719],[-73.0906,-36.7716],[-73.09,-36.7707],[-73.0896,-36.7706],[-73.0892,-36.7703],[-73.0887,-36.7701],[-73.0874,-36.7655],[-73.0874,-36.7655],[-73.0875,-36.7654,0.0],[-73.0875,-36.7653,0.0],[-73.0867,-36.7658],[-73.0866,-36.766],[-73.0861,-36.7686],[-73.0846,-36.7707],[-73.084,-36.7711],[-73.0836,-36.7714],[-73.0829,-36.7719],[-73.0823,-36.7725],[-73.0805,-36.7745,0.0],[-73.0808,-36.779],[-73.0823,-36.7802],[-73.0828,-36.7805],[-73.0862,-36.7834],[-73.0869,-36.784,0.0],[-73.087,-36.784,0.0],[-73.0911,-36.7818,0.0],[-73.0927,-36.7813,0.0],[-73.0927,-36.7813,0.0],[-73.093,-36.7812],[-73.0955,-36.7805,0.0],[-73.0956,-36.7804,0.0],[-73.0979,-36.7761]]]}"
54,"{""type"":""Polygon"",""coordinates"":[[[-73.1195,-36.7252],[-73.1195,-36.7251],[-73.1193,-36.7242],[-73.1179,-36.722],[-73.1178,-36.7219],[-73.1168,-36.721],[-73.1164,-36.7208],[-73.1156,-36.7204],[-73.1124,-36.7172],[-73.1102,-36.7156,0.0],[-73.1092,-36.7162],[-73.1087,-36.7173],[-73.1079,-36.7195],[-73.1077,-36.7201],[-73.1077,-36.7202],[-73.1075,-36.7212],[-73.1044,-36.7247],[-73.1045,-36.7254],[-73.1057,-36.7269],[-73.1063,-36.727],[-73.109,-36.7311],[-73.1089,-36.7315,0.0],[-73.1117,-36.7301],[-73.1125,-36.7293],[-73.1129,-36.7289],[-73.1169,-36.7262],[-73.1187,-36.7255],[-73.1192,-36.7254],[-73.1195,-36.7252]]]}"
55,"{""type"":""Polygon"",""coordinates"":[[[-73.125,-36.7105],[-73.1232,-36.7082,0.0],[-73.1223,-36.7057],[-73.1221,-36.7055,0.0],[-73.1183,-36.7073],[-73.1169,-36.7071],[-73.1137,-36.7051],[-73.1134,-36.7047],[-73.1126,-36.7035],[-73.1122,-36.7052],[-73.1139,-36.7084],[-73.1139,-36.7086],[-73.1124,-36.7132],[-73.1117,-36.7136],[-73.1117,-36.7136,0.0],[-73.1109,-36.7142,0.0],[-73.1104,-36.7145,0.0],[-73.1104,-36.7145,0.0],[-73.1103,-36.7145,0.0],[-73.1103,-36.7145,0.0],[-73.1103,-36.7145,0.0],[-73.1103,-36.7145],[-73.11,-36.7148],[-73.1099,-36.7154],[-73.1101,-36.7157],[-73.1143,-36.7163],[-73.1156,-36.7166],[-73.1191,-36.717],[-73.1213,-36.7153],[-73.1222,-36.7146],[-73.1234,-36.7135],[-73.125,-36.7105]]]}"
56,"{""type"":""Polygon"",""coordinates"":[[[-73.1053,-36.7352,0.0],[-73.1043,-36.7353],[-73.1031,-36.736],[-73.1009,-36.737],[-73.0974,-36.7374],[-73.0954,-36.7381],[-73.0921,-36.7369],[-73.0909,-36.7366],[-73.0905,-36.7367],[-73.0872,-36.7399],[-73.0858,-36.7409],[-73.085,-36.7415],[-73.0841,-36.7422],[-73.0835,-36.7428],[-73.0834,-36.7429],[-73.0834,-36.7429],[-73.0832,-36.7438],[-73.084,-36.7452],[-73.0854,-36.7458,0.0],[-73.0874,-36.7463],[-73.0902,-36.7479],[-73.0906,-36.7481],[-73.0907,-36.7482],[-73.0925,-36.7488],[-73.0929,-36.7486],[-73.094,-36.7482],[-73.0946,-36.7478,0.0],[-73.0972,-36.7443,0.0],[-73.0987,-36.7414],[-73.1002,-36.7394,0.0],[-73.1028,-36.7372,0.0],[-73.1053,-36.7352,0.0]]]}"
57,"{""type"":""Polygon"",""coordinates"":[[[-73.1162,-36.7387,0.0],[-73.1157,-36.7352],[-73.115,-36.7328],[-73.1148,-36.7326],[-73.1136,-36.7325],[-73.1126,-36.7325],[-73.1096,-36.7327,0.0],[-73.1096,-36.7328],[-73.1095,-36.7328,0.0],[-73.1088,-36.7335],[-73.1079,-36.7345,0.0],[-73.107,-36.7354],[-73.1069,-36.7355],[-73.1057,-36.7369],[-73.103,-36.7393,0.0],[-73.1008,-36.7416],[-73.0981,-36.7439],[-73.0986,-36.745],[-73.0996,-36.7455],[-73.1041,-36.7475,0.0],[-73.1054,-36.7472],[-73.1078,-36.7464],[-73.1112,-36.7454],[-73.111,-36.745],[-73.1107,-36.7414],[-73.1106,-36.7409],[-73.1142,-36.7376,0.0],[-73.1148,-36.7378],[-73.1161,-36.7387,0.0],[-73.1161,-36.7387],[-73.1161,-36.7387,0.0],[-73.1161,-36.7387,0.0],[-73.1162,-36.7387,0.0]]]}"
58,"{""type"":""Polygon"",""coordinates"":[[[-73.14,-36.7257],[-73.1393,-36.7242],[-73.1393,-36.7196,0.0],[-73.1394,-36.7191],[-73.1386,-36.7178],[-73.1382,-36.7173],[-73.138,-36.7172],[-73.1373,-36.717],[-73.1371,-36.717],[-73.1326,-36.715],[-73.1325,-36.715],[-73.1324,-36.7149],[-73.1295,-36.7132,0.0],[-73.1278,-36.7137,0.0],[-73.1282,-36.715],[-73.1289,-36.7178],[-73.1263,-36.7207],[-73.1263,-36.7208],[-73.1267,-36.724],[-73.1291,-36.7238],[-73.1309,-36.7237],[-73.1342,-36.7248,0.0],[-73.1343,-36.7248,0.0],[-73.1343,-36.7248,0.0],[-73.1385,-36.7264],[-73.14,-36.7257]]]}"
59,"{""type"":""Polygon"",""coordinates"":[[[-73.1187,-36.7866],[-73.1161,-36.7842],[-73.1141,-36.7816,0.0],[-73.1123,-36.7793],[-73.11,-36.7779],[-73.108,-36.7776],[-73.1054,-36.7781],[-73.1051,-36.7782],[-73.1044,-36.7783,0.0],[-73.1024,-36.779,0.0],[-73.099,-36.7813,0.0],[-73.0987,-36.7816,0.0],[-73.096,-36.785],[-73.0954,-36.7855],[-73.0945,-36.7872],[-73.0945,-36.7872,0.0],[-73.0945,-36.7873,0.0],[-73.0944,-36.7875],[-73.0966,-36.7896],[-73.0996,-36.7912],[-73.1023,-36.7941,0.0],[-73.1046,-36.7959,0.0],[-73.1068,-36.7975,0.0],[-73.1074,-36.7973,0.0],[-73.1118,-36.7958,0.0],[-73.1147,-36.7939,0.0],[-73.1158,-36.7928],[-73.116,-36.7925],[-73.1158,-36.7915],[-73.1157,-36.7914],[-73.1154,-36.7895,0.0],[-73.1181,-36.7868],[-73.1185,-36.7867],[-73.1186,-36.7867],[-73.1187,-36.7866]]]}"
